country,country_label,state,state_label,county,county_label,unit_label,year,Dairy cows,Beef cattle,excl cattle,"Fattening pigs, live weight 50 kg or over",Sheep,County Layers,County broiler,标记
AT,Austria,AT1,Ostösterreich,AT11,Burgenland (AT),Thousand heads (animals),2014,4250.558783055008,6934.2447441029035,14009.999999999998,90110.9372529856,5637.42039066222,331095.02393134177,4417931.567692055,
AT,Austria,AT1,Ostösterreich,AT12,Niederösterreich,Thousand heads (animals),2014,103969.85957897869,160958.52951463102,280900.0,1368035.2172354963,86934.95655073845,1998882.4888595482,24735125.84306629,
AT,Austria,AT1,Ostösterreich,AT13,Wien,Thousand heads (animals),2014,29.79363632982482,26.266078576147358,60.0,139.1316581363648,286.47508337303475,802.979039445453,4409.113341010035,
AT,Austria,AT2,Südösterreich,AT21,Kärnten,Thousand heads (animals),2014,34024.332688659946,60306.91641083434,130900.0,295237.3785653661,46971.6824202001,408448.6713979205,13346386.083237374,
AT,Austria,AT2,Südösterreich,AT22,Steiermark,Thousand heads (animals),2014,81604.76990739019,108242.50981230327,199769.99999999994,1555167.297428907,74023.11529299668,2414825.6312922924,18650549.43247245,
AT,Austria,AT3,Westösterreich,AT31,Oberösterreich,Thousand heads (animals),2014,168522.73829359913,200436.44561458047,327030.0,2053258.633557093,74145.89032872797,1070371.0595807892,18557958.05231124,
AT,Austria,AT3,Westösterreich,AT32,Salzburg,Thousand heads (animals),2014,58723.25720608473,53188.8091166984,84490.00000000001,19478.432139091074,33036.71586469747,89665.9927380756,352729.06728080293,
AT,Austria,AT3,Westösterreich,AT33,Tirol,Thousand heads (animals),2014,58246.559024807524,63905.36917576652,97420.0,15026.219078727398,93421.57093854217,69056.19739230897,92591.38016121072,
AT,Austria,AT3,Westösterreich,AT34,Vorarlberg,Thousand heads (animals),2014,24679.062093204895,21958.441689659194,31530.0,13078.375864818292,15029.710624106718,103851.95576827861,251319.4604375719,
BE,Belgium,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Thousand heads (animals),2014,279.99892118900385,362.2598660434636,420.0,0.0,19879.856255065828,687412.9501136768,12899176.874950932,
BE,Belgium,BE2,Vlaams Gewest,BE21,Prov. Antwerpen,Thousand heads (animals),2014,75649.70852838621,283327.4663422156,177849.99999999997,1822003.923524522,15344.214807432092,237443.2886171605,39498122.85709509,
BE,Belgium,BE2,Vlaams Gewest,BE22,Prov. Limburg (BE),Thousand heads (animals),2014,37849.8541678707,79455.66395219968,77150.0,721777.6404667344,5132.182724749006,1750144.6343687829,5635326.354298016,
BE,Belgium,BE2,Vlaams Gewest,BE23,Prov. Oost-Vlaanderen,Thousand heads (animals),2014,79579.69338650329,156214.5044571869,209610.0,1858745.7227302114,17647.859539819638,2385888.6109064724,13592291.005435716,
BE,Belgium,BE2,Vlaams Gewest,BE24,Prov. Vlaams-Brabant,Thousand heads (animals),2014,17869.931148741067,57357.81212354841,70850.0,279902.7573042702,16673.775622682795,184414.41872489027,25634656.27779538,
BE,Belgium,BE2,Vlaams Gewest,BE25,Prov. West-Vlaanderen,Thousand heads (animals),2014,91079.64907819455,207091.89008818002,267860.0,6392140.322958036,17250.520399273326,891170.9729702963,37681251.57562027,
BE,Belgium,BE3,Région wallonne,BE31,Prov. Brabant wallon,Thousand heads (animals),2014,7319.971796798243,1932.0526188984727,41630.0,56937.62261014131,136.99529660466072,660005.4915818961,44018313.829464555,
BE,Belgium,BE3,Région wallonne,BE32,Prov. Hainaut,Thousand heads (animals),2014,65179.74886821169,12840.099696429432,236920.0,309547.630614821,18845.6171609677,1975203.5492081288,6717279.251765972,
BE,Belgium,BE3,Région wallonne,BE33,Prov. Liège,Thousand heads (animals),2014,80209.69095917857,10183.527345444032,180170.00000000006,237888.9560050491,12386.368983915198,412468.77967483865,31685980.34898944,
BE,Belgium,BE3,Région wallonne,BE34,Prov. Luxembourg (BE),Thousand heads (animals),2014,31559.878402589147,15858.931913458295,290180.0,38201.738246975154,21931.802192326133,797285.5587482753,32650900.37299105,
BE,Belgium,BE3,Région wallonne,BE35,Prov. Namur,Thousand heads (animals),2014,32509.87474233755,10706.791596395702,197970.0,138004.7932637542,4770.807017163609,1912561.7450855817,43625701.25159356,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG31,Severozapaden,Thousand heads (animals),2014,38352.77239733519,10767.018800358102,21560.0,73337.63881155585,198066.05432666023,538792.7309696276,5249307.068499453,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG32,Severen tsentralen,Thousand heads (animals),2014,38250.98690795797,11739.523724261415,22970.00000000001,299349.2673999361,181924.8478620088,1257410.090227475,14520108.011732902,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG33,Severoiztochen,Thousand heads (animals),2014,43788.117530078554,19565.872873769025,26160.0,234536.11428049838,261937.94960471272,1185888.931249206,9865776.499683674,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG34,Yugoiztochen,Thousand heads (animals),2014,55798.8052765901,21140.40465532677,39610.0,267777.09816986904,317586.38931649394,811254.2889820816,5682016.564099615,
BG,Bulgaria,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,BG41,Yugozapaden,Thousand heads (animals),2014,26036.72818269199,16000.021486123545,29880.0,44201.036922093925,343285.96173054125,414822.72207396117,3069532.984413642,
BG,Bulgaria,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,BG42,Yuzhen tsentralen,Thousand heads (animals),2014,104869.5897053462,50084.003581020595,64640.000000000015,69052.84441604673,356084.7971595831,1151831.236497649,8635258.871570714,
