country,country_label,state,state_label,county,county_label,unit_label,year,Dairy cows,Beef cattle,excl cattle,"Fattening pigs, live weight 50 kg or over",Sheep,County Layers,County broiler,标记
AT,Austria,AT1,Ostösterreich,AT11,Burgenland (AT),Thousand heads (animals),1984,99795.98247860293,175755.41525266675,,491070.92065981496,2874.2132000000006,416826.68733574345,497929.64999404724,
AT,Austria,AT1,Ostösterreich,AT12,Niederösterreich,Thousand heads (animals),1984,63441.135770993606,46187.34796945087,,891472.3904940878,37067.4392,1199951.9434041223,5987848.188707339,
AT,Austria,AT1,Ostösterreich,AT13,Wien,Thousand heads (animals),1984,117973.32578666355,42000.54581902144,,799349.8562710645,198.22160000000002,560940.3473354545,5454280.014695389,
AT,Austria,AT2,Südösterreich,AT21,Kärnten,Thousand heads (animals),1984,126089.44608887295,83407.80911049621,,31544.187580072772,29138.5752,1509060.567226473,9537367.046179445,
AT,Austria,AT2,Südösterreich,AT22,Steiermark,Thousand heads (animals),1984,71650.67314945642,174568.66024222944,,425489.0604405196,40040.7632,457359.4615841074,5012323.97497317,
AT,Austria,AT3,Westösterreich,AT31,Oberösterreich,Thousand heads (animals),1984,141002.339966004,81636.6542757073,,418912.17242199025,35184.333999999995,1763961.4022984707,15062482.441387631,
AT,Austria,AT3,Westösterreich,AT32,Salzburg,Thousand heads (animals),1984,10088.633806589587,107669.4495981011,,550816.8003628207,24678.5892,882878.3033624338,2103271.3819958563,
AT,Austria,AT3,Westösterreich,AT33,Tirol,Thousand heads (animals),1984,149287.6585416833,51802.325970029364,,721951.8291787226,70269.55720000001,394786.2638044787,1532824.0674642597,
AT,Austria,AT3,Westösterreich,AT34,Vorarlberg,Thousand heads (animals),1984,217942.8044111336,52886.791762297566,,718531.7825909067,8424.418000000001,417235.02364871657,7444673.234602863,
BE,Belgium,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Thousand heads (animals),1984,100.0,100.0,300.0,0.0,0.0,,,
BE,Belgium,BE2,Vlaams Gewest,BE21,Prov. Antwerpen,Thousand heads (animals),1984,120500.0,96000.0,120700.0,188700.0,11700.0,,,
BE,Belgium,BE2,Vlaams Gewest,BE22,Prov. Limburg (BE),Thousand heads (animals),1984,61700.0,32900.00000000001,86300.0,130500.0,6100.0,,,
BE,Belgium,BE2,Vlaams Gewest,BE23,Prov. Oost-Vlaanderen,Thousand heads (animals),1984,146000.0,53400.00000000001,239700.0,326400.0,13900.0,,,
BE,Belgium,BE2,Vlaams Gewest,BE24,Prov. Vlaams-Brabant,Thousand heads (animals),1984,,0.0,,,0.0,,,
BE,Belgium,BE2,Vlaams Gewest,BE25,Prov. West-Vlaanderen,Thousand heads (animals),1984,161500.0,74300.00000000001,281100.0,962100.0,28200.0,,,
BE,Belgium,BE3,Région wallonne,BE31,Prov. Brabant wallon,Thousand heads (animals),1984,,0.0,,,0.0,,,
BE,Belgium,BE3,Région wallonne,BE32,Prov. Hainaut,Thousand heads (animals),1984,132000.0,17100.0,239000.00000000003,29200.0,14600.0,,,
BE,Belgium,BE3,Région wallonne,BE33,Prov. Liège,Thousand heads (animals),1984,146200.0,8500.0,182900.00000000003,42600.0,9600.0,,,
BE,Belgium,BE3,Région wallonne,BE34,Prov. Luxembourg (BE),Thousand heads (animals),1984,75600.0,2500.0,244500.00000000003,6400.0,8400.0,,,
BE,Belgium,BE3,Région wallonne,BE35,Prov. Namur,Thousand heads (animals),1984,76200.0,6400.0,166499.99999999997,8400.0,9900.0,,,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG31,Severozapaden,Thousand heads (animals),1984,117557.40284698107,54000.48831182676,,1871677.631776154,1986957.7640229627,4702118.163040786,29289808.89320098,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG32,Severen tsentralen,Thousand heads (animals),1984,132166.7322195443,191199.6687569797,,113207.21335964193,1417600.1224033963,1650589.6825870865,14936887.083064787,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG33,Severoiztochen,Thousand heads (animals),1984,49074.6842026629,56381.71092420706,,882872.6448753501,2781531.6635810244,2426537.2981525944,25652611.329885237,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG34,Yugoiztochen,Thousand heads (animals),1984,92266.88376620438,122196.70796264306,,1444241.9015004325,877091.6488943697,857818.7418606272,29307161.82952758,
BG,Bulgaria,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,BG41,Yugozapaden,Thousand heads (animals),1984,239893.58609897486,102252.20971855703,,108312.33301346589,1001370.7769418042,2655995.3270523003,23835936.179081302,
BG,Bulgaria,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,BG42,Yuzhen tsentralen,Thousand heads (animals),1984,35531.710865632565,152511.2143257864,,363231.2754749556,3419304.024156442,4484940.787306607,28496594.68524012,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH01,Région lémanique,Thousand heads (animals),1984,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH02,Espace Mittelland,Thousand heads (animals),1984,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH03,Nordwestschweiz,Thousand heads (animals),1984,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH04,Zürich,Thousand heads (animals),1984,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH05,Ostschweiz,Thousand heads (animals),1984,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH06,Zentralschweiz,Thousand heads (animals),1984,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH07,Ticino,Thousand heads (animals),1984,,0.0,,,0.0,,,
CY,Cyprus,CY0,Kypros,CY00,Kypros,Thousand heads (animals),1984,13600.0,7750.0,,305000.0,555000.0,702000.0,7600000.0,
CZ,Czechia,CZ0,Cesko,CZ01,Praha,Thousand heads (animals),1984,,0.0,,,0.0,,,
CZ,Czechia,CZ0,Cesko,CZ02,Strední Cechy,Thousand heads (animals),1984,,0.0,,,0.0,,,
