country,country_label,state,state_label,county,county_label,unit_label,year,Dairy cows,Beef cattle,excl cattle,"Fattening pigs, live weight 50 kg or over",Sheep,County Layers,County broiler,标记
AT,Austria,AT1,Ostösterreich,AT11,Burgenland (AT),Thousand heads (animals),2008,4665.171941007846,7335.534430343097,14599.999999999998,130179.89803287708,780511.3770566381,303903.90629140835,5564783.185531737,
AT,Austria,AT1,Ostösterreich,AT12,Niederösterreich,Thousand heads (animals),2008,103519.07119417623,162515.43097041934,296890.0,1444495.2575486621,80735.37826977026,2054715.9060793982,19969157.53089868,
AT,Austria,AT1,Ostösterreich,AT13,Wien,Thousand heads (animals),2008,39.78824683162342,33.34333831974135,69.9999999999999,191.08975858037002,403833.01235878386,625.9606720729317,0.0,
AT,Austria,AT2,Südösterreich,AT21,Kärnten,Thousand heads (animals),2008,33680.75094296922,62652.132702794,141110.0,270487.5532705138,49521.5843505952,323621.6674617057,10493727.742476083,
AT,Austria,AT2,Südösterreich,AT22,Steiermark,Thousand heads (animals),2008,80511.51746378999,113600.75365535879,222410.00000000006,1653260.8187977164,71617.91128971112,2065670.2178406743,17105493.331471268,
AT,Austria,AT3,Westösterreich,AT31,Oberösterreich,Thousand heads (animals),2008,165369.90089393483,203361.0204121025,353420.0,1994929.307139418,67225.70687694292,962727.5136481689,14935036.659451157,
AT,Austria,AT3,Westösterreich,AT32,Salzburg,Thousand heads (animals),2008,57971.47563367531,52882.534575109785,90140.0,19730.017573423207,31276.242323148075,61970.106535220235,186448.92116472314,
AT,Austria,AT3,Westösterreich,AT33,Tirol,Thousand heads (animals),2008,57762.587337809295,65653.03315157072,106430.0,24889.441055093197,91924.05064826751,46008.10939736048,66930.3819565673,
AT,Austria,AT3,Westösterreich,AT34,Vorarlberg,Thousand heads (animals),2008,23912.73634580567,22940.216763982047,34670.0,18344.616823715525,13249.46970960649,85756.61207399165,143422.247049787,
BE,Belgium,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Thousand heads (animals),2008,69.99864655839134,0.0,180.0,,50.00030624119557,1618495.5594816355,16206657.724607266,
BE,Belgium,BE2,Vlaams Gewest,BE21,Prov. Antwerpen,Thousand heads (animals),2008,72768.5930007734,487644.551220541,124550.0,1545918.7084766307,16880.103387027622,808210.9693171358,32011494.56037108,
BE,Belgium,BE2,Vlaams Gewest,BE22,Prov. Limburg (BE),Thousand heads (animals),2008,35949.30491105955,69357.50930563611,83160.00000000001,783882.7367679281,15430.094506032952,1074621.7531213432,42867855.87753322,
BE,Belgium,BE2,Vlaams Gewest,BE23,Prov. Oost-Vlaanderen,Thousand heads (animals),2008,74828.55317092034,56548.43254072864,236530.00000000003,1900468.4982015355,23040.141115942915,1848323.1038709169,25038199.94586811,
BE,Belgium,BE2,Vlaams Gewest,BE24,Prov. Vlaams-Brabant,Thousand heads (animals),2008,18059.650812064967,44981.70770285232,81789.99999999999,301213.27356382844,14120.086482513629,1590008.3678434826,8169066.999481032,
