country,country_label,state,state_label,county,county_label,unit_label,year,Dairy cows,Beef cattle,excl cattle,"Fattening pigs, live weight 50 kg or over",Sheep,County Layers,County broiler,标记
AT,Austria,AT1,Ostösterreich,AT11,Burgenland (AT),Thousand heads (animals),1985,165784.1716103581,142941.27653035684,,388987.80853489833,4417.84282624369,225380.64985513242,5094643.212532781,
AT,Austria,AT1,Ostösterreich,AT12,Niederösterreich,Thousand heads (animals),1985,26785.89866746605,6034.00298922065,,359997.3718594884,38318.02451333813,242525.49675525352,7750499.56674685,
AT,Austria,AT1,Ostösterreich,AT13,Wien,Thousand heads (animals),1985,177989.67664682676,232666.99076971828,,1130656.7596445282,180.32011535688534,984547.895196866,3222669.5712493206,
AT,Austria,AT2,Südösterreich,AT21,Kärnten,Thousand heads (animals),1985,47086.93726469364,9699.139332830635,,1190188.79470591,30654.419610670506,893775.5062562665,867368.7112743949,
AT,Austria,AT2,Südösterreich,AT22,Steiermark,Thousand heads (animals),1985,137466.8116951116,35469.87379287644,,359150.4977377835,40662.18601297764,852524.4769621543,4691652.502637609,
AT,Austria,AT3,Westösterreich,AT31,Oberösterreich,Thousand heads (animals),1985,181912.6416312914,25863.47634644611,,744804.9984387691,36965.62364816149,1342445.8608355972,2743317.4424929204,
AT,Austria,AT3,Westösterreich,AT32,Salzburg,Thousand heads (animals),1985,71735.07298595957,285149.0570966063,,411076.69958342816,26326.73684210526,1555039.207995706,6160480.832625979,
AT,Austria,AT3,Westösterreich,AT33,Tirol,Thousand heads (animals),1985,15842.375490624105,106596.36276944807,,445207.0785949929,64374.281182408056,964286.0299053729,9140519.300330462,
AT,Austria,AT3,Westösterreich,AT34,Vorarlberg,Thousand heads (animals),1985,170285.41400766876,6854.82037249669,,230300.99090020143,8204.565248738281,499474.8762376518,12106848.860109685,
BE,Belgium,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Thousand heads (animals),1985,200.0,100.0,299.9999999999999,0.0,0.0,,,
BE,Belgium,BE2,Vlaams Gewest,BE21,Prov. Antwerpen,Thousand heads (animals),1985,120500.0,94400.0,121100.0,193200.0,15400.0,,,
BE,Belgium,BE2,Vlaams Gewest,BE22,Prov. Limburg (BE),Thousand heads (animals),1985,62000.0,27200.0,90900.0,129100.0,8300.0,,,
BE,Belgium,BE2,Vlaams Gewest,BE23,Prov. Oost-Vlaanderen,Thousand heads (animals),1985,143900.0,53600.0,249500.00000000003,336300.0,21100.0,,,
BE,Belgium,BE2,Vlaams Gewest,BE24,Prov. Vlaams-Brabant,Thousand heads (animals),1985,,0.0,,,0.0,,,
BE,Belgium,BE2,Vlaams Gewest,BE25,Prov. West-Vlaanderen,Thousand heads (animals),1985,161800.0,77000.0,289999.99999999994,1043100.0,41400.0,,,
BE,Belgium,BE3,Région wallonne,BE31,Prov. Brabant wallon,Thousand heads (animals),1985,,0.0,,,0.0,,,
BE,Belgium,BE3,Région wallonne,BE32,Prov. Hainaut,Thousand heads (animals),1985,130400.0,18700.000000000004,256400.00000000003,31900.0,20900.0,,,
BE,Belgium,BE3,Région wallonne,BE33,Prov. Liège,Thousand heads (animals),1985,144500.0,11600.0,197700.0,41100.0,13900.0,,,
BE,Belgium,BE3,Région wallonne,BE34,Prov. Luxembourg (BE),Thousand heads (animals),1985,74500.0,4400.0,276000.0,4700.0,12700.0,,,
BE,Belgium,BE3,Région wallonne,BE35,Prov. Namur,Thousand heads (animals),1985,74300.0,6300.0,183600.0,7000.0,16300.0,,,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG31,Severozapaden,Thousand heads (animals),1985,114477.64264878587,38383.77954940427,,431725.95731891535,784688.3616744798,685552.923241002,10312458.035376081,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG32,Severen tsentralen,Thousand heads (animals),1985,134248.63684832698,90693.77561072697,,1497261.5012510635,3261641.21801746,88669.45246954725,9344769.349199397,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG33,Severoiztochen,Thousand heads (animals),1985,100734.26232811366,204484.85701747067,,1102251.2059538087,576721.3772483614,5827810.852380843,11138030.355780486,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG34,Yugoiztochen,Thousand heads (animals),1985,211765.97099315037,203533.6264862335,,152759.31126212305,3701292.3391829934,2432202.581573295,38247879.91104871,
BG,Bulgaria,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,BG41,Yugozapaden,Thousand heads (animals),1985,36256.51732994109,32162.90979469893,,1282785.2555677881,1775429.183568767,688063.7584166364,37349590.92159468,
BG,Bulgaria,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,BG42,Yuzhen tsentralen,Thousand heads (animals),1985,49680.96985168201,134381.05154146568,,114876.76864630166,874511.5203079382,7152700.431918674,34785271.42700064,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH01,Région lémanique,Thousand heads (animals),1985,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH02,Espace Mittelland,Thousand heads (animals),1985,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH03,Nordwestschweiz,Thousand heads (animals),1985,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH04,Zürich,Thousand heads (animals),1985,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH05,Ostschweiz,Thousand heads (animals),1985,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH06,Zentralschweiz,Thousand heads (animals),1985,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH07,Ticino,Thousand heads (animals),1985,,0.0,,,0.0,,,
CY,Cyprus,CY0,Kypros,CY00,Kypros,Thousand heads (animals),1985,14564.0,8450.0,,310000.0,569000.0,661000.0,7600000.0,
CZ,Czechia,CZ0,Cesko,CZ01,Praha,Thousand heads (animals),1985,,0.0,,,0.0,,,
CZ,Czechia,CZ0,Cesko,CZ02,Strední Cechy,Thousand heads (animals),1985,,0.0,,,0.0,,,
CZ,Czechia,CZ0,Cesko,CZ03,Jihozápad,Thousand heads (animals),1985,,0.0,,,0.0,,,
CZ,Czechia,CZ0,Cesko,CZ04,Severozápad,Thousand heads (animals),1985,,0.0,,,0.0,,,
CZ,Czechia,CZ0,Cesko,CZ05,Severovýchod,Thousand heads (animals),1985,,0.0,,,0.0,,,
CZ,Czechia,CZ0,Cesko,CZ06,Jihovýchod,Thousand heads (animals),1985,,0.0,,,0.0,,,
CZ,Czechia,CZ0,Cesko,CZ07,Strední Morava,Thousand heads (animals),1985,,0.0,,,0.0,,,
CZ,Czechia,CZ0,Cesko,CZ08,Moravskoslezsko,Thousand heads (animals),1985,,0.0,,,0.0,,,
DE,Germany,DE1,Baden-Württemberg,DE11,Stuttgart,Thousand heads (animals),1985,,0.0,,,0.0,27050.467069513546,5229387.175276144,
DE,Germany,DE1,Baden-Württemberg,DE12,Karlsruhe,Thousand heads (animals),1985,,0.0,,,0.0,1349487.6364494404,19038519.708345506,
DE,Germany,DE1,Baden-Württemberg,DE13,Freiburg,Thousand heads (animals),1985,,0.0,,,0.0,3140476.0360427937,20881488.734581955,
DE,Germany,DE1,Baden-Württemberg,DE14,Tübingen,Thousand heads (animals),1985,,0.0,,,0.0,3233661.095466934,14947700.624427876,
DE,Germany,DE2,Bayern,DE21,Oberbayern,Thousand heads (animals),1985,,0.0,,,0.0,4090364.2530834647,10699295.497450834,
DE,Germany,DE2,Bayern,DE22,Niederbayern,Thousand heads (animals),1985,,0.0,,,0.0,181603.96113509196,4862759.548975064,
