country,country_label,state,state_label,county,county_label,unit_label,year,Dairy cows,Beef cattle,excl cattle,"Fattening pigs, live weight 50 kg or over",Sheep,County Layers,County broiler,标记
AT,Austria,AT1,Ostösterreich,AT11,Burgenland (AT),Thousand heads (animals),1994,11915.022222222222,11729.825396825396,23000.0,182463.43310657598,6822.959079283887,522519.67809255543,3958640.5740559213,
AT,Austria,AT1,Ostösterreich,AT12,Niederösterreich,Thousand heads (animals),1994,164824.47407407407,170082.46825396825,364000.0,1479540.446712018,62381.34015345269,514105.6474633303,12724560.996180395,
AT,Austria,AT1,Ostösterreich,AT13,Wien,Thousand heads (animals),1994,0.0,0.0,0.0,0.0,0.0,121922.12975972521,7287088.238153724,
AT,Austria,AT2,Südösterreich,AT21,Kärnten,Thousand heads (animals),1994,54610.51851851852,76243.86507936507,137000.0,301461.3242630385,48735.42199488491,742455.0339318182,7596563.769024231,
AT,Austria,AT2,Südösterreich,AT22,Steiermark,Thousand heads (animals),1994,135036.91851851853,140757.90476190476,237000.0,1515239.814058957,60431.923273657296,528689.8136281476,1041279.1483672018,
AT,Austria,AT3,Westösterreich,AT31,Oberösterreich,Thousand heads (animals),1994,258158.8148148148,199407.03174603175,406000.0,1626304.5124716554,60431.923273657296,1328624.1322834375,4798091.92601793,
AT,Austria,AT3,Westösterreich,AT32,Salzburg,Thousand heads (animals),1994,73475.97037037037,52784.21428571428,90000.0,55532.3492063492,32165.378516624038,1580170.0601628167,14794137.95447472,
AT,Austria,AT3,Westösterreich,AT33,Tirol,Thousand heads (animals),1994,78440.56296296295,64514.03968253968,106000.0,59498.945578231294,96496.13554987214,589033.7558091823,2211423.6261073416,
AT,Austria,AT3,Westösterreich,AT34,Vorarlberg,Thousand heads (animals),1994,27801.718518518515,23459.65079365079,30000.0,27766.1746031746,13645.918158567774,603479.7488689858,13448213.767618539,
BE,Belgium,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Thousand heads (animals),1994,100.0,0.0,400.0,0.0,100.0,,,
BE,Belgium,BE2,Vlaams Gewest,BE21,Prov. Antwerpen,Thousand heads (animals),1994,91300.0,131200.0,155800.0,410700.0,12300.0,,,
BE,Belgium,BE2,Vlaams Gewest,BE22,Prov. Limburg (BE),Thousand heads (animals),1994,46800.0,25900.0,110700.00000000001,200500.0,12000.0,,,
BE,Belgium,BE2,Vlaams Gewest,BE23,Prov. Oost-Vlaanderen,Thousand heads (animals),1994,105200.0,31800.0,305200.0,495400.0,16600.0,,,
BE,Belgium,BE2,Vlaams Gewest,BE24,Prov. Vlaams-Brabant,Thousand heads (animals),1994,26600.0,20400.0,98600.0,70700.0,11900.0,,,
BE,Belgium,BE2,Vlaams Gewest,BE25,Prov. West-Vlaanderen,Thousand heads (animals),1994,114200.0,53700.0,368200.0000000001,1415500.0,25100.0,,,
BE,Belgium,BE3,Région wallonne,BE31,Prov. Brabant wallon,Thousand heads (animals),1994,14200.0,2200.0,59399.99999999999,7600.0,4500.0,,,
BE,Belgium,BE3,Région wallonne,BE32,Prov. Hainaut,Thousand heads (animals),1994,103800.0,4600.000000000001,298299.99999999994,47700.0,13100.0,,,
BE,Belgium,BE3,Région wallonne,BE33,Prov. Liège,Thousand heads (animals),1994,103800.0,4300.0,218000.0,34700.0,10700.0,,,
BE,Belgium,BE3,Région wallonne,BE34,Prov. Luxembourg (BE),Thousand heads (animals),1994,42800.0,1700.0000000000002,335200.0,4900.0,10300.0,,,
BE,Belgium,BE3,Région wallonne,BE35,Prov. Namur,Thousand heads (animals),1994,50800.0,2200.0,234000.0,7700.0,10800.0,,,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG31,Severozapaden,Thousand heads (animals),1994,26984.660529823468,32117.09602766292,,890991.0694035483,189891.57582856217,3735703.493079592,3900740.2952251364,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG32,Severen tsentralen,Thousand heads (animals),1994,60835.903447669196,84625.74794879534,,242744.76806307043,852372.870132228,70657.5272812195,18151738.53026653,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG33,Severoiztochen,Thousand heads (animals),1994,71290.82867003568,68263.22089203027,,512890.89780236356,1213641.2705554687,3068515.3080081674,7647807.116575281,
