country,country_label,state,state_label,county,county_label,unit_label,year,Dairy cows,Beef cattle,excl cattle,"Fattening pigs, live weight 50 kg or over",Sheep,County Layers,County broiler,标记
AT,Austria,AT1,Ostösterreich,AT11,Burgenland (AT),Thousand heads (animals),2016,3896.990294139438,7045.35686728395,13849.999999999998,79465.08428140843,6271.426774522349,364614.05338586937,5576742.997342057,
AT,Austria,AT1,Ostösterreich,AT12,Niederösterreich,Thousand heads (animals),2016,102981.94504334297,161116.18730709876,274130.00000000006,1303728.308247818,85597.50948797468,2189342.913431452,26256225.720711518,
AT,Austria,AT1,Ostösterreich,AT13,Wien,Thousand heads (animals),2016,19.882603541527747,26.486304012345677,70.0,227.6936512361273,214.64704734228266,829.2965581179742,4508.28051523206,
AT,Austria,AT2,Südösterreich,AT21,Kärnten,Thousand heads (animals),2016,34198.07809142773,61713.08834876543,129019.99999999999,251373.79096468457,46793.05632061764,504765.17170780705,14521171.539562464,
AT,Austria,AT2,Südösterreich,AT22,Steiermark,Thousand heads (animals),2016,81468.96801140993,110130.05208333334,198760.00000000006,1568308.3309841978,71160.16243412634,2615324.9121180517,20120455.939480677,
AT,Austria,AT3,Westösterreich,AT31,Oberösterreich,Thousand heads (animals),2016,165214.49412832482,202991.03395061727,327050.0,1961034.3406362704,79774.04176877535,1173454.6297369339,20517184.624821097,
AT,Austria,AT3,Westösterreich,AT32,Salzburg,Thousand heads (animals),2016,58613.9152404238,54932.594521604944,87199.99999999999,18807.49559210412,33774.24627529223,101450.61227643216,545501.9423430791,
AT,Austria,AT3,Westösterreich,AT33,Tirol,Thousand heads (animals),2016,64857.0527524635,65739.00655864198,93400.0,19900.42511803753,91551.6319316432,85693.97767219068,211889.18421590683,
AT,Austria,AT3,Westösterreich,AT34,Vorarlberg,Thousand heads (animals),2016,25459.67383492628,22831.19405864198,31830.0,24727.53052424343,15202.610440025155,120524.43311314557,446319.77100797393,
BE,Belgium,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Thousand heads (animals),2016,99.99943459168095,0.0,400.0,0.0,90.0,2764478.9482799303,8426999.550917985,
BE,Belgium,BE2,Vlaams Gewest,BE21,Prov. Antwerpen,Thousand heads (animals),2016,85679.51555815224,545411.5675491533,128879.99999999997,1639557.9527431845,27060.0,948673.2592815523,41442982.76820902,
BE,Belgium,BE2,Vlaams Gewest,BE22,Prov. Limburg (BE),Thousand heads (animals),2016,38959.7797169189,74335.99961066771,81279.99999999999,652429.7565145728,10100.0,2692821.639551114,37813796.311703816,
BE,Belgium,BE2,Vlaams Gewest,BE23,Prov. Oost-Vlaanderen,Thousand heads (animals),2016,84849.5202510413,44264.51528129259,236910.00000000006,1670822.8020773376,19250.0,399427.5681115103,51471791.84950685,
BE,Belgium,BE2,Vlaams Gewest,BE24,Prov. Vlaams-Brabant,Thousand heads (animals),2016,18799.89370323602,44530.63461164104,76229.99999999999,269316.5091766522,8080.0,624615.7042472754,25764843.48375808,
BE,Belgium,BE2,Vlaams Gewest,BE25,Prov. West-Vlaanderen,Thousand heads (animals),2016,96969.45172355304,81122.04253455326,300170.0,6026692.805216891,21470.0,1761209.9518466867,45682249.34693274,
BE,Belgium,BE3,Région wallonne,BE31,Prov. Brabant wallon,Thousand heads (animals),2016,7249.9590078968695,6386.863928362859,41390.0,62639.39989404008,2260.0,535296.8252831001,12153015.35618119,
BE,Belgium,BE3,Région wallonne,BE32,Prov. Hainaut,Thousand heads (animals),2016,61189.65402664958,32422.205080786458,232780.0,328372.3356967192,10660.0,827839.7672502756,18243526.98201974,
BE,Belgium,BE3,Région wallonne,BE33,Prov. Liège,Thousand heads (animals),2016,76829.56559678848,28962.653786256575,176380.00000000003,239953.1477552195,10780.0,2204388.3765458236,32140159.917393763,
BE,Belgium,BE3,Région wallonne,BE34,Prov. Luxembourg (BE),Thousand heads (animals),2016,29819.83139523926,27277.231360716378,294260.00000000006,76315.48603552928,12579.999999999996,833957.5982870692,23594404.046913207,
BE,Belgium,BE3,Région wallonne,BE35,Prov. Namur,Thousand heads (animals),2016,30129.829642473476,26833.69914346896,196560.0,215233.80488985401,14680.0,1255290.3613156634,9036230.386463689,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG31,Severozapaden,Thousand heads (animals),2016,40455.67761365265,24300.125513839408,25700.000000000004,46921.31287043356,209395.5266363301,2068821.921666588,4285561.592294378,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG32,Severen tsentralen,Thousand heads (animals),2016,37544.76982647354,23519.607563716087,20800.0,355328.34351090196,159951.8392368696,820660.1396102359,16974782.15065091,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG33,Severoiztochen,Thousand heads (animals),2016,40307.16191022515,28046.611674431355,31070.0,310790.21139408747,232898.90064658277,47184.664548022396,10664425.91617127,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG34,Yugoiztochen,Thousand heads (animals),2016,52049.8035278933,27214.059194299807,51460.00000000001,271096.57785840007,337606.7339621815,853010.978183974,5979233.802392958,
BG,Bulgaria,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,BG41,Yugozapaden,Thousand heads (animals),2016,23524.887422916963,30960.545354891754,37460.0,32700.365422608567,312713.70030607836,1361066.801873258,3969663.180073745,
BG,Bulgaria,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,BG42,Yuzhen tsentralen,Thousand heads (animals),2016,82277.69969883838,55885.085228829805,88230.0,70792.18894356838,356266.4392068251,755255.4941179216,8704333.358416736,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH01,Région lémanique,Thousand heads (animals),2016,44220.0,27160.0,74550.00000000001,17600.0,0.0,,,
