country,country_label,state,state_label,county,county_label,unit_label,year,Dairy cows,Beef cattle,excl cattle,"Fattening pigs, live weight 50 kg or over",Sheep,County Layers,County broiler,标记
AT,Austria,AT1,Ostösterreich,AT11,Burgenland (AT),Thousand heads (animals),2012,4339.835737623479,7472.853677028052,14400.0,94478.03190749722,7020.225396825396,271134.93266743957,5149966.877446552,
AT,Austria,AT1,Ostösterreich,AT12,Niederösterreich,Thousand heads (animals),2012,103169.27370693773,161155.9548142532,278940.00000000006,1400532.272136602,87094.36190476191,1970018.3715330416,24245034.62812406,
AT,Austria,AT1,Ostösterreich,AT13,Wien,Thousand heads (animals),2012,30.207673347727226,25.768460955269145,70.0,134.90437683126686,455.47301587301575,858.0219388210112,0.0,
AT,Austria,AT2,Südösterreich,AT21,Kärnten,Thousand heads (animals),2012,33641.27888491889,61148.55784685368,132830.0,281995.11570295814,50270.35873015873,437591.18879871577,12491707.317073172,
AT,Austria,AT2,Südösterreich,AT22,Steiermark,Thousand heads (animals),2012,80664.55706288095,108536.75754359365,200820.0,1611612.6537519244,75291.66984126985,2421051.9040399534,17566901.535682026,
AT,Austria,AT3,Westösterreich,AT31,Oberösterreich,Thousand heads (animals),2012,166836.97989949747,201715.51235784683,327760.0,1993796.7533149035,75351.07936507936,1062231.1602604117,17702426.97982535,
AT,Austria,AT3,Westösterreich,AT32,Salzburg,Thousand heads (animals),2012,57465.06393182643,52928.41880212282,84000.00000000003,12186.36204042444,32140.552380952384,85230.17925622045,243011.14122252332,
AT,Austria,AT3,Westösterreich,AT33,Tirol,Thousand heads (animals),2012,56417.86458910522,64498.457771038666,98010.0,24147.88345279677,91035.19365079365,60919.55765629179,46732.911773562184,
AT,Austria,AT3,Westösterreich,AT34,Vorarlberg,Thousand heads (animals),2012,24438.007738311328,22315.487187263076,31610.00000000001,14075.023316062177,14901.888888888889,104964.68384910373,154218.6088527552,
BE,Belgium,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Thousand heads (animals),2012,180.96929238985314,118.02070878569037,340.00000000000006,0.0,24166.646226477314,423340.4821575506,40395217.18870581,
BE,Belgium,BE2,Vlaams Gewest,BE21,Prov. Antwerpen,Thousand heads (animals),2012,70073.21495327103,491713.61303744797,114090.0,1684349.6011282546,3664.949120131159,2253556.1714369883,20135464.120282482,
BE,Belgium,BE2,Vlaams Gewest,BE22,Prov. Limburg (BE),Thousand heads (animals),2012,34793.72763684913,70773.08503515233,74770.0,789674.2479832696,17006.092032696557,744330.6626894277,7259472.912885626,
BE,Belgium,BE2,Vlaams Gewest,BE23,Prov. Oost-Vlaanderen,Thousand heads (animals),2012,72549.63684913218,51850.43139317997,227230.0,1856284.5980798039,11912.415673227651,1519033.9802499632,19635395.735270165,
BE,Belgium,BE2,Vlaams Gewest,BE24,Prov. Vlaams-Brabant,Thousand heads (animals),2012,16944.44058744993,38356.73035534938,76370.0,294570.46077496203,6818.244590512865,2189979.657224814,26775265.59361119,
BE,Belgium,BE2,Vlaams Gewest,BE25,Prov. West-Vlaanderen,Thousand heads (animals),2012,84598.38184245661,98783.33325362284,293040.0,6162518.312141685,5279.074921989514,1424341.727624628,18250068.510770388,
BE,Belgium,BE3,Région wallonne,BE31,Prov. Brabant wallon,Thousand heads (animals),2012,7219.722296395194,4209.4052800229565,43690.00000000001,53401.43829509659,16239.486516992101,1830431.3343110234,8136115.70616713,
BE,Belgium,BE3,Région wallonne,BE32,Prov. Hainaut,Thousand heads (animals),2012,62929.69025367157,28639.691998660863,241850.0,340803.1489184556,27701.10387259798,1390809.478780549,57083450.2456714,
BE,Belgium,BE3,Région wallonne,BE33,Prov. Liège,Thousand heads (animals),2012,77473.90654205608,13257.659620259217,176650.0,241514.04254063783,15556.129185022399,88482.72944492684,56561160.47813224,
BE,Belgium,BE3,Région wallonne,BE34,Prov. Luxembourg (BE),Thousand heads (animals),2012,28412.17890520694,10110.440719307477,310140.00000000006,78664.57385609347,15526.691795458628,111245.11067425826,50509856.89999282,
BE,Belgium,BE3,Région wallonne,BE35,Prov. Namur,Thousand heads (animals),2012,29945.65554072096,14673.908125687503,207710.0,193326.24071943434,11344.16606489386,8448.66540587087,3268532.6085107224,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG31,Severozapaden,Thousand heads (animals),2012,40104.54368569391,15291.927209098863,20840.000000000004,102608.19846537683,225358.69271157458,683058.1231395896,5916423.9080693545,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG32,Severen tsentralen,Thousand heads (animals),2012,37489.25647729974,16861.62834645669,21720.0,340309.0866638422,232010.50697545146,1281596.4280119068,19229030.15203133,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG33,Severoiztochen,Thousand heads (animals),2012,42323.89099799653,17114.805949256344,25750.0,244849.4214564798,322900.549837169,1141448.770170766,8119097.828850358,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG34,Yugoiztochen,Thousand heads (animals),2012,55806.686407008725,23393.610498687663,33740.0,227196.9209621993,319395.5971336906,826224.3459188469,7244813.748919508,
