country,country_label,state,state_label,county,county_label,unit_label,year,Dairy cows,Beef cattle,excl cattle,"Fattening pigs, live weight 50 kg or over",Sheep,County Layers,County broiler,标记
AT,Austria,AT1,Ostösterreich,AT11,Burgenland (AT),Thousand heads (animals),2010,4641.463321695386,7504.041949015812,14040.0,110311.84278694054,895043.6770031846,251644.08918805217,5573271.548681085,
AT,Austria,AT1,Ostösterreich,AT12,Niederösterreich,Thousand heads (animals),2010,105420.36347937079,164283.1197160374,283410.0,1490317.9711654272,80210.60993979404,1763314.6823727388,23267538.6688916,
AT,Austria,AT1,Ostösterreich,AT13,Wien,Thousand heads (animals),2010,40.099035176634004,25.18134882220071,69.9999999999999,45.228307825723874,469342.92521908926,602.0193521245268,0.0,
AT,Austria,AT2,Südösterreich,AT21,Kärnten,Thousand heads (animals),2010,33863.63520666742,65093.78670538883,138450.00000000003,257122.92998924025,48565.955043120484,386195.4143878839,11718288.171490917,
AT,Austria,AT2,Südösterreich,AT22,Steiermark,Thousand heads (animals),2010,81661.68513721514,115078.76411745723,211320.00000000006,1674035.3575535177,70238.27253074221,2169677.7450567945,18807927.09068737,
AT,Austria,AT3,Westösterreich,AT31,Oberösterreich,Thousand heads (animals),2010,169187.85416901304,206436.6976444014,335549.99999999994,2043188.806027076,70833.34945024291,941859.276398822,17689295.423913736,
AT,Austria,AT3,Westösterreich,AT32,Salzburg,Thousand heads (animals),2010,57963.15534782445,54316.16940948693,86260.00000000001,21257.304678090222,31827.01717845603,65921.11905763567,233669.72594827026,
AT,Austria,AT3,Westösterreich,AT33,Tirol,Thousand heads (animals),2010,57241.37271464505,66655.03033236528,100260.00000000001,21166.848062438774,90566.8679420721,49967.60622633572,54688.65926448878,
AT,Austria,AT3,Westösterreich,AT34,Vorarlberg,Thousand heads (animals),2010,24049.396347186244,22915.027428202648,32290.0,15241.939737268945,13974.70959343546,94818.04795961297,119320.71112252101,
BE,Belgium,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Thousand heads (animals),2010,67.21720760514691,173.08009532690915,129.9999999999999,0.0,37.248344153714996,1416071.3629603458,22910718.091629703,
BE,Belgium,BE2,Vlaams Gewest,BE21,Prov. Antwerpen,Thousand heads (animals),2010,73996.54311503745,519672.9862190447,123549.99999999999,1653891.307741678,15281.133189061578,1716392.6667220732,35928793.232816085,
BE,Belgium,BE2,Vlaams Gewest,BE22,Prov. Limburg (BE),Thousand heads (animals),2010,35461.87824082965,68193.5575588022,80779.99999999999,797736.9945705909,13781.88733687455,52359.994457026936,19014846.27951385,
BE,Belgium,BE2,Vlaams Gewest,BE23,Prov. Oost-Vlaanderen,Thousand heads (animals),2010,72959.47762627232,55039.47031395711,235300.0,2032633.6970285696,19117.712636894223,1737019.52562845,12265040.284802288,
BE,Belgium,BE2,Vlaams Gewest,BE24,Prov. Vlaams-Brabant,Thousand heads (animals),2010,17188.400230459,42577.70345041965,80509.99999999999,270164.6169057573,11072.070299691783,569252.0211283336,48725701.41211447,
BE,Belgium,BE2,Vlaams Gewest,BE25,Prov. West-Vlaanderen,Thousand heads (animals),2010,85759.55444593816,99218.16464615066,305200.0,6209451.334801991,29193.38973047413,139390.1392649101,43194545.45985784,
BE,Belgium,BE3,Région wallonne,BE31,Prov. Brabant wallon,Thousand heads (animals),2010,7797.1960821970415,1903.8810485960005,47200.0,50284.306752935874,2402.5181979146178,1686557.396574709,34009809.07570979,
BE,Belgium,BE3,Région wallonne,BE32,Prov. Hainaut,Thousand heads (animals),2010,65354.33070866142,22933.112630815463,258079.99999999997,315288.3831462818,10057.05292150305,1615982.1857659947,17362675.372858997,
BE,Belgium,BE3,Région wallonne,BE33,Prov. Liège,Thousand heads (animals),2010,80660.6491261763,8264.57455185991,188970.0,261123.34992801264,12664.4370122631,835162.3005679523,22491916.0981361,
BE,Belgium,BE3,Région wallonne,BE34,Prov. Luxembourg (BE),Thousand heads (animals),2010,29268.292682926833,6663.583670086002,333939.99999999994,93220.00381619802,13437.340153452686,1085112.8684003162,5636655.970069269,
BE,Belgium,BE3,Région wallonne,BE35,Prov. Namur,Thousand heads (animals),2010,31486.46053389668,10601.155838773184,225250.00000000003,216206.0053079845,14973.834349793427,741699.5385298879,46409298.722491615,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG31,Severozapaden,Thousand heads (animals),2010,40764.93593954274,17642.12957270212,15929.999999999996,202590.5936599424,210552.0858966918,1330988.590604027,8956164.44253121,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG32,Severen tsentralen,Thousand heads (animals),2010,37263.76920378815,15262.692898862588,25269.999999999993,189262.26512968302,222817.2559489263,1458768.1208053692,5705576.840292725,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG33,Severoiztochen,Thousand heads (animals),2010,40925.80035713147,17170.52951122041,22270.000000000004,213253.25648414984,310717.64132327336,1250620.4697986578,10263218.897976754,
BG,Bulgaria,BG3,Severna i yugoiztochna Bulgaria,BG34,Yugoiztochen,Thousand heads (animals),2010,51505.00146678997,23794.366738395325,48490.0,162605.60806916427,365910.9065583285,1048832.8859060402,18244775.344382267,
BG,Bulgaria,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,BG41,Yugozapaden,Thousand heads (animals),2010,30147.884378686904,21050.51183522902,12030.0,61310.31123919308,286187.30121880444,739502.3489932886,1869656.1558329745,
BG,Bulgaria,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,BG42,Yuzhen tsentralen,Thousand heads (animals),2010,96149.60865406078,44523.33307715954,51050.000000000015,95963.96541786744,364888.8090539756,1063287.5838926174,7765608.318984072,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH01,Région lémanique,Thousand heads (animals),2010,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH02,Espace Mittelland,Thousand heads (animals),2010,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH03,Nordwestschweiz,Thousand heads (animals),2010,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH04,Zürich,Thousand heads (animals),2010,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH05,Ostschweiz,Thousand heads (animals),2010,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH06,Zentralschweiz,Thousand heads (animals),2010,,0.0,,,0.0,,,
CH,Switzerland,CH0,Schweiz/Suisse/Svizzera,CH07,Ticino,Thousand heads (animals),2010,,0.0,,,0.0,,,
CY,Cyprus,CY0,Kypros,CY00,Kypros,Thousand heads (animals),2010,19113.0,16441.0,21820.0,734064.0,636292.0,618000.0,13809000.0,
CZ,Czechia,CZ0,Cesko,CZ01,Praha,Thousand heads (animals),2010,292.3446907134104,537.8421052631571,600.0,1910.4453969981287,26356.186308811066,,,
CZ,Czechia,CZ0,Cesko,CZ02,Strední Cechy,Thousand heads (animals),2010,44627.929165112684,29658.150375939847,94069.99999999999,548514.9250063036,45008.32260938332,1078729.4265910524,27311777.960526317,
CZ,Czechia,CZ0,Cesko,CZ03,Jihozápad,Thousand heads (animals),2010,91886.96054664606,66154.57894736843,260210.00000000003,647814.6664366382,18155.642156995134,1058575.677378702,34756796.05263158,
CZ,Czechia,CZ0,Cesko,CZ04,Severozápad,Thousand heads (animals),2010,16502.353748201822,20207.496240601504,54659.99999999999,117318.71506111235,14951.616670031346,367302.0793950851,4321187.5,
