country,country_label,state,state_label,county,county_label,unit_label,year,Dairy cows,Beef cattle,excl cattle,"Fattening pigs, live weight 50 kg or over",Sheep,County Layers,County broiler,标记
AT,Austria,AT1,Ostösterreich,AT11,Burgenland (AT),Thousand heads (animals),2019,3510.066977063695,6533.306688089978,12790.0,74593.98142191801,7509.848334915281,432936.9116832781,4284750.073277966,
AT,Austria,AT1,Ostösterreich,AT12,Niederösterreich,Thousand heads (animals),2019,99971.90760599931,159204.92950391644,261450.00000000006,1294358.2554100303,96718.04673142558,2251795.127353267,27711299.853444066,
AT,Austria,AT1,Ostösterreich,AT13,Wien,Thousand heads (animals),2019,30.000572453535856,0.0,50.0,174.48884543138718,359.99272976957405,261.59330011074195,4430.9721543722535,
AT,Austria,AT2,Südösterreich,AT21,Kärnten,Thousand heads (animals),2019,33790.64477349922,62818.15384615385,126950.0,255189.93644340377,56328.86241088919,533127.1456256922,14657655.88666341,
AT,Austria,AT2,Südösterreich,AT22,Steiermark,Thousand heads (animals),2019,79991.52635194444,110738.1815625628,195020.0,1486121.4965391245,82118.34157965949,2725279.0005537104,20231818.85686371,
AT,Austria,AT3,Westösterreich,AT31,Oberösterreich,Thousand heads (animals),2019,159793.0490783498,199744.23418357098,308630.00000000006,1924742.831742274,91738.14730294645,1225826.204318937,22566941.18221788,
AT,Austria,AT3,Westösterreich,AT32,Salzburg,Thousand heads (animals),2019,58301.11246803801,53906.61417955413,82119.99999999999,26347.815660139466,40359.184926388916,119286.54485049834,664645.8231558378,
AT,Austria,AT3,Westösterreich,AT33,Tirol,Thousand heads (animals),2019,63041.202915696675,65114.37879092187,89180.0,16271.084836476854,102247.9350526082,121117.6979512735,239272.49633610167,
AT,Austria,AT3,Westösterreich,AT34,Vorarlberg,Thousand heads (animals),2019,25660.489638591,22524.873267724437,30270.000000000007,8070.109101201658,17789.64072944645,149369.77436323365,341184.85588666354,
BE,Belgium,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Thousand heads (animals),2019,220.0,162.7523915893751,460.0,0.0,21615.64457698037,1728728.501493014,29712019.37208284,
BE,Belgium,BE2,Vlaams Gewest,BE21,Prov. Antwerpen,Thousand heads (animals),2019,91120.0,481380.88622347417,135779.99999999997,1593188.5038255455,23870.61324545672,1920261.863282068,36412898.415810205,
BE,Belgium,BE2,Vlaams Gewest,BE22,Prov. Limburg (BE),Thousand heads (animals),2019,40660.0,90327.57733210317,66740.0,683828.1755172089,27554.065427288766,11238.449089573987,37074588.97108408,
BE,Belgium,BE2,Vlaams Gewest,BE23,Prov. Oost-Vlaanderen,Thousand heads (animals),2019,87860.0,55173.06074879815,210470.0,1704062.3433518698,16848.06058826074,1779636.762738354,10159150.875048732,
BE,Belgium,BE2,Vlaams Gewest,BE24,Prov. Vlaams-Brabant,Thousand heads (animals),2019,18410.0,20425.42514446657,72640.0,261016.27784399324,2573.3237278132656,2050689.6297716922,11766483.256748375,
BE,Belgium,BE2,Vlaams Gewest,BE25,Prov. West-Vlaanderen,Thousand heads (animals),2019,101040.0,79463.85519351237,272640.0,5852594.961464927,8549.551381274654,322785.21445324307,15053004.087633952,
BE,Belgium,BE3,Région wallonne,BE31,Prov. Brabant wallon,Thousand heads (animals),2019,7130.0,6835.600446753755,36520.0,56092.64541091844,16753.928370919915,2144218.881529537,59675048.44102518,
BE,Belgium,BE3,Région wallonne,BE32,Prov. Hainaut,Thousand heads (animals),2019,59200.0,33608.36886320596,212010.00000000006,333071.159023149,13362.676206260696,2391244.4638774465,50787838.16105385,
BE,Belgium,BE3,Région wallonne,BE33,Prov. Liège,Thousand heads (animals),2019,74960.0,24982.492108969076,160070.0,211668.2390957103,20965.501673033486,1184122.1384320704,4428996.924053918,
BE,Belgium,BE3,Région wallonne,BE34,Prov. Luxembourg (BE),Thousand heads (animals),2019,28160.0,22297.077647744383,277910.0,66434.37562695952,2387.1699534647114,569240.2875861442,2178311.7301103696,
BE,Belgium,BE3,Région wallonne,BE35,Prov. Namur,Thousand heads (animals),2019,29200.0,23354.968193075325,183930.0,194806.72243912157,1429.4648492466474,1080833.8077468576,38144659.76534851,
