Level,Code.,Municipality,Horse,Pork - total,Sheep_Goat,beef_cattle,milk_cattle,excl_cattle,Layers,Broilers,标记
MU,1100015,Alta Floresta D'Oeste (RO),133.0,7026.0,4373.0,90797.0,39514.0,408908.0,31508,764211.0,
MU,1100023,Ariquemes (RO),142.0,4850.0,4151.0,106116.0,46180.0,477899.0,51752,1255220.0,
MU,1100031,Cabixi (RO),52.0,4043.0,2041.0,28121.0,12238.0,126643.0,17609,427098.0,
MU,1100049,Cacoal (RO),155.0,9636.0,3671.0,102957.0,44806.0,463671.0,191331,4640640.0,
MU,1100056,Cerejeiras (RO),29.0,3608.0,1384.0,21463.0,9340.0,96658.0,10843,262992.0,
MU,1100064,Colorado do Oeste (RO),107.0,8974.0,2589.0,59199.0,25763.0,266604.0,28431,689580.0,
MU,1100072,Corumbiara (RO),92.0,6307.0,1214.0,74306.0,32337.0,334640.0,19636,476262.0,
MU,1100080,Costa Marques (RO),73.0,2834.0,3674.0,48431.0,21077.0,218111.0,15998,388024.0,
MU,1100098,Espigão D'Oeste (RO),132.0,7286.0,4276.0,90796.0,39513.0,408904.0,36958,896398.0,
MU,1100106,Guajará-Mirim (RO),56.0,1762.0,1130.0,27906.0,12144.0,125675.0,5676,137669.0,
MU,1100114,Jaru (RO),221.0,7038.0,3459.0,120572.0,52471.0,543002.0,44415,1077264.0,
MU,1100122,Ji-Paraná (RO),183.0,4988.0,7275.0,96071.0,41809.0,432660.0,40050,971393.0,
MU,1100130,Machadinho D'Oeste (RO),115.0,6938.0,2640.0,77553.0,33750.0,349262.0,38988,945635.0,
MU,1100148,Nova Brasilândia D'Oeste (RO),80.0,4381.0,2047.0,46609.0,20284.0,209906.0,26984,654484.0,
MU,1100155,Ouro Preto do Oeste (RO),158.0,6687.0,2085.0,83109.0,36168.0,374285.0,28771,697827.0,
MU,1100189,Pimenta Bueno (RO),95.0,4465.0,3878.0,63877.0,27799.0,287675.0,66474,1612295.0,
MU,1100205,Porto Velho (RO),343.0,11710.0,6811.0,215500.0,93783.0,970515.0,216210,5244068.0,
MU,1100254,Presidente Médici (RO),136.0,5454.0,1943.0,76886.0,33460.0,346258.0,79223,1921515.0,
MU,1100262,Rio Crespo (RO),27.0,1058.0,1283.0,28103.0,12230.0,126564.0,5597,135753.0,
MU,1100288,Rolim de Moura (RO),92.0,5566.0,2796.0,54248.0,23608.0,244307.0,67516,1637568.0,
MU,1100296,Santa Luzia D'Oeste (RO),58.0,2346.0,1405.0,38797.0,16884.0,174725.0,13717,332699.0,
MU,1100304,Vilhena (RO),50.0,5937.0,2686.0,26617.0,11584.0,119873.0,421311,10218693.0,
MU,1100320,São Miguel do Guaporé (RO),91.0,6810.0,2131.0,55008.0,23939.0,247731.0,32570,789970.0,
MU,1100338,Nova Mamoré (RO),246.0,9898.0,2631.0,144687.0,62966.0,651606.0,42054,1019999.0,
MU,1100346,Alvorada D'Oeste (RO),107.0,2949.0,1258.0,59914.0,26074.0,269827.0,18291,443639.0,
MU,1100379,Alto Alegre dos Parecis (RO),62.0,4740.0,1919.0,44106.0,19195.0,198635.0,19902,482713.0,
MU,1100403,Alto Paraíso (RO),63.0,2196.0,1408.0,66272.0,28841.0,298459.0,14398,349216.0,
MU,1100452,Buritis (RO),166.0,7780.0,2813.0,111493.0,48520.0,502115.0,39436,956501.0,
MU,1100502,Novo Horizonte do Oeste (RO),63.0,3304.0,785.0,33641.0,14640.0,151502.0,18781,455524.0,
MU,1100601,Cacaulândia (RO),78.0,2299.0,1448.0,57577.0,25057.0,259301.0,13087,317419.0,
MU,1100700,Campo Novo de Rondônia (RO),105.0,3777.0,1905.0,96228.0,41877.0,433369.0,20709,502287.0,
