Level,Code.,Municipality,Horse,Pork - total,Sheep_Goat,beef_cattle,milk_cattle,excl_cattle,Layers,Broilers,标记
MU,1100015,Alta Floresta D'Oeste (RO),158.0,13340.0,5950.0,96147.0,48844.0,346640.0,40352,963735.0,
MU,1100023,Ariquemes (RO),156.0,5404.0,5573.0,127024.0,64530.0,457959.0,39975,954731.0,
MU,1100031,Cabixi (RO),60.0,5591.0,2505.0,35274.0,17920.0,127174.0,18620,444705.0,
MU,1100049,Cacoal (RO),146.0,8738.0,3401.0,115370.0,58610.0,415944.0,108472,2590659.0,
MU,1100056,Cerejeiras (RO),49.0,5554.0,2343.0,25778.0,13096.0,92939.0,14556,347644.0,
MU,1100064,Colorado do Oeste (RO),11.0,4662.0,3573.0,61671.0,31330.0,222342.0,4571,109170.0,
MU,1100072,Corumbiara (RO),19.0,3802.0,4283.0,74924.0,38062.0,270123.0,1611,38476.0,
MU,1100080,Costa Marques (RO),43.0,2142.0,2232.0,31008.0,15753.0,111794.0,13903,332048.0,
MU,1100098,Espigão D'Oeste (RO),123.0,9715.0,3517.0,100570.0,51091.0,362583.0,65353,1560839.0,
MU,1100106,Guajará-Mirim (RO),50.0,1394.0,3782.0,35547.0,18058.0,128156.0,8125,194051.0,
MU,1100114,Jaru (RO),168.0,6035.0,2614.0,144526.0,73421.0,521058.0,38440,918070.0,
MU,1100122,Ji-Paraná (RO),199.0,5995.0,6830.0,128738.0,65401.0,464139.0,52167,1245915.0,
MU,1100130,Machadinho D'Oeste (RO),87.0,5708.0,2231.0,,,,35882,856977.0,
MU,1100148,Nova Brasilândia D'Oeste (RO),82.0,4400.0,1605.0,56458.0,28681.0,203547.0,30066,718072.0,
MU,1100155,Ouro Preto do Oeste (RO),172.0,7194.0,2433.0,99121.0,50354.0,357359.0,40311,962756.0,
MU,1100189,Pimenta Bueno (RO),79.0,2842.0,4015.0,68509.0,34804.0,246996.0,26092,623161.0,
MU,1100205,Porto Velho (RO),186.0,6456.0,9251.0,161150.0,81866.0,580994.0,45053,1076010.0,
MU,1100254,Presidente Médici (RO),125.0,5777.0,2422.0,79993.0,40637.0,288398.0,43336,1035003.0,
MU,1100262,Rio Crespo (RO),38.0,1413.0,1634.0,39648.0,20142.0,142943.0,9311,222377.0,
MU,1100288,Rolim de Moura (RO),97.0,8260.0,3891.0,65336.0,33192.0,235556.0,101822,2431836.0,
MU,1100296,Santa Luzia D'Oeste (RO),61.0,3430.0,779.0,,,,18832,449769.0,
MU,1100304,Vilhena (RO),51.0,4531.0,3233.0,31418.0,15961.0,113272.0,13259,316667.0,
MU,1100320,São Miguel do Guaporé (RO),91.0,5631.0,1877.0,63573.0,32296.0,229200.0,33424,798272.0,
MU,1100338,Nova Mamoré (RO),121.0,6800.0,3276.0,86423.0,43904.0,311581.0,34319,819648.0,
MU,1100346,Alvorada D'Oeste (RO),105.0,4493.0,2916.0,66851.0,33961.0,241019.0,28088,670831.0,
MU,1100379,Alto Alegre dos Parecis (RO),59.0,5451.0,1640.0,38151.0,19381.0,137546.0,22329,533288.0,
MU,1100403,Alto Paraíso (RO),78.0,3652.0,2077.0,,,,27693,661398.0,
MU,1100452,Buritis (RO),125.0,9286.0,1851.0,91474.0,46470.0,329790.0,50067,1195760.0,
MU,1100502,Novo Horizonte do Oeste (RO),63.0,3816.0,1240.0,34708.0,17632.0,125133.0,2570,61380.0,
MU,1100601,Cacaulândia (RO),66.0,2060.0,1513.0,71473.0,36309.0,257683.0,12917,308499.0,
MU,1100700,Campo Novo de Rondônia (RO),80.0,5065.0,1386.0,61748.0,31369.0,222620.0,25718,614228.0,
MU,1100809,Candeias do Jamari (RO),52.0,3182.0,3912.0,46367.0,23555.0,167168.0,17222,411317.0,
MU,1100908,Castanheiras (RO),42.0,1402.0,1374.0,30999.0,15748.0,111760.0,1523,36374.0,
MU,1100924,Chupinguaia (RO),71.0,2195.0,1118.0,84954.0,43158.0,306286.0,8526,203628.0,
MU,1100940,Cujubim (RO),36.0,1776.0,750.0,,,,12377,295602.0,
MU,1101005,Governador Jorge Teixeira (RO),87.0,3790.0,606.0,64205.0,32617.0,231477.0,29480,704077.0,
MU,1101104,Itapuã do Oeste (RO),37.0,1032.0,1077.0,21797.0,11073.0,78583.0,7770,185572.0,
MU,1101203,Ministro Andreazza (RO),42.0,3489.0,385.0,31476.0,15990.0,113479.0,20165,481605.0,
MU,1101302,Mirante da Serra (RO),49.0,4416.0,669.0,29608.0,15041.0,106745.0,20972,500879.0,
MU,1101401,Monte Negro (RO),86.0,3827.0,3240.0,65037.0,33040.0,234479.0,23868,570044.0,
MU,1101435,Nova União (RO),65.0,4909.0,515.0,34899.0,17729.0,125823.0,22925,547522.0,
MU,1101450,Parecis (RO),40.0,1591.0,998.0,44253.0,22481.0,159544.0,9476,226317.0,
MU,1101468,Pimenteiras do Oeste (RO),24.0,1052.0,1240.0,34991.0,17776.0,126153.0,4191,100095.0,
MU,1101476,Primavera de Rondônia (RO),28.0,1482.0,385.0,19581.0,9948.0,70597.0,24763,591420.0,
MU,1101484,São Felipe D'Oeste (RO),34.0,2818.0,267.0,27319.0,13878.0,98492.0,18003,429969.0,
MU,1101492,São Francisco do Guaporé (RO),73.0,5485.0,2839.0,98831.0,50208.0,356316.0,27934,667153.0,
MU,1101500,Seringueiras (RO),64.0,2935.0,1468.0,52521.0,26681.0,189353.0,23373,558222.0,
MU,1101559,Teixeirópolis (RO),34.0,1579.0,358.0,23526.0,11951.0,84818.0,10600,253162.0,
MU,1101609,Theobroma (RO),80.0,3232.0,522.0,,,,20951,500377.0,
MU,1101708,Urupá (RO),83.0,5291.0,1015.0,,,,37501,895644.0,
MU,1101757,Vale do Anari (RO),61.0,2305.0,244.0,,,,18620,444705.0,
MU,1101807,Vale do Paraíso (RO),84.0,2945.0,1189.0,44222.0,22465.0,159434.0,21920,523520.0,
MU,1200013,Acrelândia (AC),117.0,5133.0,3009.0,49625.0,25210.0,178914.0,14839,354403.0,
MU,1200054,Assis Brasil (AC),35.0,3419.0,3288.0,,,,3524,84164.0,
MU,1200104,Brasiléia (AC),94.0,7126.0,3699.0,47710.0,24237.0,172008.0,26833,640858.0,
MU,1200138,Bujari (AC),99.0,2433.0,2016.0,,,,8382,200189.0,
MU,1200179,Capixaba (AC),63.0,3761.0,2200.0,32996.0,16762.0,118959.0,5819,138976.0,
MU,1200203,Cruzeiro do Sul (AC),10.0,8649.0,2155.0,11934.0,6062.0,43024.0,26163,624856.0,
MU,1200252,Epitaciolândia (AC),42.0,1632.0,1239.0,19784.0,10051.0,71328.0,13869,331236.0,
MU,1200302,Feijó (AC),56.0,29245.0,6993.0,16949.0,8610.0,61105.0,27000,644847.0,
MU,1200328,Jordão (AC),2.0,1504.0,426.0,1254.0,637.0,4522.0,6063,144804.0,
MU,1200336,Mâncio Lima (AC),2.0,3665.0,979.0,4457.0,2264.0,16068.0,5857,139884.0,
MU,1200344,Manoel Urbano (AC),18.0,2424.0,810.0,,,,8166,195030.0,
MU,1200351,Marechal Thaumaturgo (AC),1.0,8051.0,1603.0,,,,10941,261306.0,
MU,1200385,Plácido de Castro (AC),84.0,4405.0,2436.0,45260.0,22992.0,163174.0,16833,402026.0,
