Level,Code.,Municipality,Horse,Pork - total,Sheep_Goat,beef_cattle,milk_cattle,excl_cattle,Layers,Broilers,标记
MU,1100015,Alta Floresta D'Oeste (RO),101.0,25631.0,3142.0,49860.0,28633.0,191891.0,86520,1534396.0,
MU,1100023,Ariquemes (RO),106.0,12924.0,2407.0,,,,67238,1192438.0,
MU,1100031,Cabixi (RO),57.0,6774.0,2453.0,24138.0,13862.0,92896.0,26136,463511.0,
MU,1100049,Cacoal (RO),140.0,34840.0,4246.0,82620.0,47446.0,317970.0,208060,3689857.0,
MU,1100056,Cerejeiras (RO),56.0,6781.0,1002.0,25393.0,14583.0,97729.0,25610,454183.0,
MU,1100064,Colorado do Oeste (RO),116.0,6369.0,4741.0,40678.0,23361.0,156555.0,16737,296824.0,
MU,1100072,Corumbiara (RO),78.0,15880.0,924.0,,,,47508,842534.0,
MU,1100080,Costa Marques (RO),5.0,1680.0,890.0,,,,6365,112881.0,
MU,1100098,Espigão D'Oeste (RO),94.0,20289.0,1833.0,57912.0,33257.0,222879.0,64890,1150797.0,
MU,1100106,Guajará-Mirim (RO),20.0,3303.0,3106.0,14770.0,8482.0,56844.0,43075,763917.0,
MU,1100114,Jaru (RO),178.0,22085.0,5548.0,,,,87825,1557539.0,
MU,1100122,Ji-Paraná (RO),201.0,15388.0,5142.0,,,,65776,1166510.0,
MU,1100130,Machadinho D'Oeste (RO),30.0,10241.0,1199.0,,,,55135,977796.0,
MU,1100148,Nova Brasilândia D'Oeste (RO),36.0,10605.0,918.0,21778.0,12506.0,83813.0,50470,895064.0,
MU,1100155,Ouro Preto do Oeste (RO),186.0,19860.0,3611.0,67480.0,38752.0,259705.0,92298,1636866.0,
MU,1100189,Pimenta Bueno (RO),70.0,6639.0,2582.0,44561.0,25590.0,171499.0,28840,511465.0,
MU,1100205,Porto Velho (RO),67.0,10788.0,8751.0,41857.0,24037.0,161091.0,62466,1107808.0,
MU,1100254,Presidente Médici (RO),151.0,16241.0,3029.0,49870.0,28639.0,191931.0,79567,1411087.0,
MU,1100262,Rio Crespo (RO),21.0,1927.0,1099.0,,,,12393,219785.0,
MU,1100288,Rolim de Moura (RO),89.0,12940.0,3038.0,42420.0,24361.0,163259.0,79310,1406529.0,
MU,1100296,Santa Luzia D'Oeste (RO),61.0,10152.0,1251.0,29766.0,17094.0,114558.0,49440,876798.0,
MU,1100304,Vilhena (RO),38.0,8405.0,2488.0,17407.0,9996.0,66992.0,61182,1085037.0,
MU,1100320,São Miguel do Guaporé (RO),51.0,20842.0,1988.0,23713.0,13618.0,91262.0,88055,1561618.0,
MU,1100338,Nova Mamoré (RO),32.0,9372.0,1779.0,20342.0,11682.0,78287.0,33619,596219.0,
MU,1100346,Alvorada D'Oeste (RO),94.0,13932.0,3419.0,35500.0,20387.0,136625.0,65776,1166510.0,
MU,1100379,Alto Alegre dos Parecis (RO),48.0,14976.0,681.0,15356.0,8819.0,59099.0,54075,958997.0,
MU,1100403,Alto Paraíso (RO),21.0,7820.0,1578.0,,,,48328,857077.0,
MU,1100452,Buritis (RO),9.0,8903.0,243.0,,,,23113,409899.0,
MU,1100502,Novo Horizonte do Oeste (RO),56.0,12003.0,1194.0,21861.0,12554.0,84135.0,62830,1114264.0,
MU,1100601,Cacaulândia (RO),44.0,6721.0,1295.0,33208.0,19070.0,127804.0,19961,354000.0,
MU,1100700,Campo Novo de Rondônia (RO),14.0,5987.0,211.0,,,,17860,316740.0,
MU,1100809,Candeias do Jamari (RO),28.0,3215.0,1402.0,17267.0,9916.0,66454.0,18911,335379.0,
MU,1100908,Castanheiras (RO),27.0,2996.0,1864.0,18591.0,10676.0,71550.0,19570,347066.0,
MU,1100924,Chupinguaia (RO),54.0,4008.0,1927.0,51475.0,29561.0,198107.0,10815,191799.0,
MU,1100940,Cujubim (RO),14.0,2191.0,262.0,,,,12607,223580.0,
MU,1101005,Governador Jorge Teixeira (RO),63.0,12749.0,1089.0,,,,42412,752159.0,
MU,1101104,Itapuã do Oeste (RO),6.0,1625.0,150.0,5815.0,3339.0,22379.0,24164,428538.0,
MU,1101203,Ministro Andreazza (RO),42.0,13594.0,610.0,,,,61800,1095997.0,
MU,1101302,Mirante da Serra (RO),38.0,10049.0,567.0,,,,48801,865465.0,
MU,1101401,Monte Negro (RO),28.0,7095.0,1105.0,,,,27316,484438.0,
MU,1101435,Nova União (RO),51.0,6598.0,1076.0,21874.0,12561.0,84183.0,29705,526806.0,
MU,1101450,Parecis (RO),26.0,5575.0,739.0,12040.0,6914.0,46336.0,24164,428538.0,
MU,1101468,Pimenteiras do Oeste (RO),30.0,2778.0,1409.0,23749.0,13639.0,91402.0,9548,169330.0,
MU,1101476,Primavera de Rondônia (RO),28.0,3494.0,605.0,18820.0,10808.0,72429.0,15759,279479.0,
MU,1101484,São Felipe D'Oeste (RO),29.0,5746.0,386.0,12300.0,7064.0,47339.0,35020,621065.0,
MU,1101492,São Francisco do Guaporé (RO),11.0,5857.0,510.0,10485.0,6021.0,40351.0,18037,319879.0,
MU,1101500,Seringueiras (RO),24.0,11388.0,592.0,,,,43497,771401.0,
MU,1101559,Teixeirópolis (RO),39.0,4973.0,781.0,,,,26522,470357.0,
MU,1101609,Theobroma (RO),58.0,8373.0,1269.0,30373.0,17442.0,116892.0,35647,632185.0,
MU,1101708,Urupá (RO),67.0,13441.0,639.0,,,,66837,1185326.0,
MU,1101757,Vale do Anari (RO),18.0,6652.0,105.0,,,,28624,507635.0,
MU,1101807,Vale do Paraíso (RO),67.0,8086.0,1320.0,24846.0,14268.0,95623.0,37131,658503.0,
MU,1200013,Acrelândia (AC),27.0,3719.0,1018.0,,,,20180,357884.0,
MU,1200054,Assis Brasil (AC),9.0,2023.0,968.0,,,,4500,79806.0,
MU,1200104,Brasiléia (AC),51.0,17032.0,5800.0,,,,28640,507918.0,
MU,1200138,Bujari (AC),24.0,2836.0,2122.0,,,,6850,121482.0,
MU,1200179,Capixaba (AC),18.0,3130.0,981.0,,,,11655,206697.0,
MU,1200203,Cruzeiro do Sul (AC),5.0,9394.0,1860.0,4476.0,2571.0,17228.0,70152,1244116.0,
MU,1200252,Epitaciolândia (AC),41.0,6029.0,1712.0,,,,11906,211148.0,
MU,1200302,Feijó (AC),40.0,50542.0,7445.0,14174.0,8140.0,54551.0,40565,719403.0,
MU,1200328,Jordão (AC),0.0,7685.0,410.0,696.0,399.0,2677.0,7316,129746.0,
MU,1200336,Mâncio Lima (AC),1.0,4449.0,811.0,1753.0,1007.0,6747.0,5037,89329.0,
MU,1200344,Manoel Urbano (AC),3.0,4013.0,493.0,,,,7249,128558.0,
MU,1200351,Marechal Thaumaturgo (AC),0.0,9630.0,1546.0,,,,8687,154060.0,
MU,1200385,Plácido de Castro (AC),31.0,9210.0,2631.0,,,,25950,460212.0,
MU,1200393,Porto Walter (AC),0.0,10191.0,355.0,,,,5693,100963.0,
MU,1200401,Rio Branco (AC),119.0,14850.0,6246.0,44421.0,25510.0,170957.0,132100,2342738.0,
MU,1200427,Rodrigues Alves (AC),4.0,1815.0,608.0,3212.0,1844.0,12360.0,15956,282973.0,
MU,1200435,Santa Rosa do Purus (AC),1.0,712.0,217.0,,,,910,16138.0,
MU,1200450,Senador Guiomard (AC),43.0,2983.0,1039.0,19176.0,11012.0,73799.0,30050,532924.0,
MU,1200500,Sena Madureira (AC),41.0,14909.0,8112.0,,,,29800,528490.0,
MU,1200609,Tarauacá (AC),18.0,16342.0,2552.0,15735.0,9036.0,60557.0,30060,533101.0,
MU,1200708,Xapuri (AC),39.0,11645.0,3271.0,19814.0,11378.0,76255.0,23234,412045.0,
MU,1200807,Porto Acre (AC),44.0,4215.0,2032.0,19091.0,10963.0,73474.0,37800,670367.0,
MU,1300029,Alvarães (AM),,3945.0,,,,,17083,302960.0,
MU,1300060,Amaturá (AM),,1031.0,,,,,2830,50189.0,
MU,1300086,Anamã (AM),,1871.0,,,,,8603,152571.0,
MU,1300102,Anori (AM),,581.0,,,,,3642,64589.0,
MU,1300144,Apuí (AM),9.0,3998.0,346.0,,,,29750,527604.0,
MU,1300201,Atalaia do Norte (AM),,506.0,,,,,2662,47209.0,
MU,1300300,Autazes (AM),15.0,18343.0,3540.0,13885.0,7974.0,53438.0,14594,258818.0,
MU,1300409,Barcelos (AM),0.0,90.0,,64.0,37.0,247.0,-,,
MU,1300508,Barreirinha (AM),12.0,4282.0,1617.0,7993.0,4590.0,30762.0,3676,65192.0,
MU,1300607,Benjamin Constant (AM),0.0,4428.0,695.0,742.0,426.0,2856.0,15832,280774.0,
MU,1300631,Beruri (AM),0.0,910.0,119.0,158.0,91.0,609.0,7165,127068.0,
MU,1300680,Boa Vista do Ramos (AM),3.0,2652.0,1824.0,2979.0,1711.0,11464.0,2213,39247.0,
MU,1300706,Boca do Acre (AM),34.0,10608.0,5284.0,26315.0,15112.0,101274.0,20367,361200.0,
MU,1300805,Borba (AM),0.0,2685.0,1432.0,481.0,276.0,1853.0,6132,108748.0,
MU,1300839,Caapiranga (AM),0.0,471.0,,,,,1314,23303.0,
MU,1300904,Canutama (AM),2.0,4340.0,221.0,,,,3705,65707.0,
MU,1301001,Carauari (AM),0.0,6257.0,,,,,7741,137283.0,
MU,1301100,Careiro (AM),,7090.0,3682.0,4435.0,2547.0,17069.0,30960,549063.0,
MU,1301159,Careiro da Várzea (AM),13.0,6822.0,5655.0,18518.0,10635.0,71270.0,25967,460514.0,
MU,1301209,Coari (AM),0.0,6894.0,,682.0,392.0,2625.0,18184,322486.0,
MU,1301308,Codajás (AM),1.0,800.0,,763.0,438.0,2937.0,6368,112934.0,
MU,1301407,Eirunepé (AM),3.0,9402.0,844.0,2692.0,1546.0,10362.0,6818,120914.0,
MU,1301506,Envira (AM),9.0,15927.0,5539.0,2884.0,1656.0,11100.0,17533,310940.0,
MU,1301605,Fonte Boa (AM),0.0,2602.0,132.0,737.0,423.0,2838.0,15146,268608.0,
MU,1301654,Guajará (AM),3.0,5988.0,1706.0,7215.0,4143.0,27766.0,6619,117385.0,
MU,1301704,Humaitá (AM),0.0,2511.0,72.0,,,,4990,88496.0,
MU,1301803,Ipixuna (AM),0.0,12786.0,,1447.0,831.0,5568.0,9172,162662.0,
