Level,Code.,Municipality,Horse,Pork - total,Sheep_Goat,beef_cattle,milk_cattle,excl_cattle,Layers,Broilers,标记
MU,1100015,Alta Floresta D'Oeste (RO),86.0,24061.0,2953.0,45968.0,26184.0,174461.0,86520,1514148.0,
MU,1100023,Ariquemes (RO),91.0,12013.0,2253.0,,,,65920,1153636.0,
MU,1100031,Cabixi (RO),50.0,6237.0,2407.0,22769.0,12969.0,86415.0,25750,450639.0,
MU,1100049,Cacoal (RO),126.0,32870.0,3949.0,82383.0,46926.0,312668.0,208060,3641165.0,
MU,1100056,Cerejeiras (RO),48.0,6237.0,972.0,25369.0,14450.0,96281.0,24720,432614.0,
MU,1100064,Colorado do Oeste (RO),103.0,12658.0,4327.0,37949.0,21616.0,144029.0,45320,793125.0,
MU,1100072,Corumbiara (RO),67.0,14338.0,857.0,,,,46350,811151.0,
MU,1100080,Costa Marques (RO),4.0,1539.0,864.0,,,,6180,108153.0,
MU,1100098,Espigão D'Oeste (RO),81.0,19142.0,1713.0,53390.0,30411.0,202629.0,64890,1135611.0,
MU,1100106,Guajará-Mirim (RO),17.0,3070.0,2920.0,13616.0,7756.0,51677.0,42230,739048.0,
MU,1100114,Jaru (RO),152.0,20529.0,5261.0,,,,86103,1506850.0,
MU,1100122,Ji-Paraná (RO),176.0,14094.0,4971.0,,,,63860,1117585.0,
MU,1100130,Machadinho D'Oeste (RO),26.0,9519.0,1120.0,,,,54054,945975.0,
MU,1100148,Nova Brasilândia D'Oeste (RO),31.0,10005.0,883.0,20076.0,11435.0,76194.0,50470,883253.0,
MU,1100155,Ouro Preto do Oeste (RO),163.0,18191.0,3504.0,73622.0,41936.0,279416.0,89610,1568225.0,
MU,1100189,Pimenta Bueno (RO),60.0,6232.0,2402.0,41066.0,23392.0,155857.0,28840,504716.0,
MU,1100205,Porto Velho (RO),58.0,10028.0,8220.0,38590.0,21981.0,146459.0,61241,1071751.0,
MU,1100254,Presidente Médici (RO),132.0,14876.0,2941.0,65020.0,37036.0,246768.0,77250,1351918.0,
MU,1100262,Rio Crespo (RO),18.0,1791.0,1038.0,,,,12150,212632.0,
MU,1100288,Rolim de Moura (RO),77.0,13269.0,2839.0,39577.0,22543.0,150206.0,79310,1387969.0,
MU,1100296,Santa Luzia D'Oeste (RO),52.0,9530.0,1162.0,27444.0,15632.0,104157.0,49440,865227.0,
MU,1100304,Vilhena (RO),34.0,7482.0,2373.0,16119.0,9182.0,61178.0,56650,991406.0,
MU,1100320,São Miguel do Guaporé (RO),45.0,19091.0,1930.0,28751.0,16377.0,109118.0,85490,1496122.0,
MU,1100338,Nova Mamoré (RO),28.0,8711.0,1650.0,18755.0,10683.0,71179.0,32960,576818.0,
MU,1100346,Alvorada D'Oeste (RO),82.0,12761.0,3319.0,32726.0,18641.0,124205.0,63860,1117585.0,
MU,1100379,Alto Alegre dos Parecis (RO),41.0,13717.0,638.0,29026.0,16534.0,110162.0,51500,901278.0,
MU,1100403,Alto Paraíso (RO),18.0,7377.0,1495.0,,,,47380,829176.0,
MU,1100452,Buritis (RO),8.0,8276.0,229.0,,,,22660,396563.0,
MU,1100502,Novo Horizonte do Oeste (RO),48.0,10995.0,1112.0,21147.0,12046.0,80260.0,62830,1099560.0,
MU,1100601,Cacaulândia (RO),38.0,6247.0,1206.0,30616.0,17439.0,116198.0,19570,342486.0,
MU,1100700,Campo Novo de Rondônia (RO),12.0,5565.0,199.0,,,,17510,306435.0,
