Level,Code.,Municipality,Horse,Pork - total,Sheep_Goat,beef_cattle,milk_cattle,excl_cattle,Layers,Broilers,标记
MU,1100015,Alta Floresta D'Oeste (RO),54.0,34037.0,2330.0,16222.0,13233.0,70228.0,43924,535454.0,
MU,1100023,Ariquemes (RO),15.0,15417.0,1373.0,,,,46725,569600.0,
MU,1100031,Cabixi (RO),80.0,11895.0,2675.0,15187.0,12390.0,65750.0,21375,260571.0,
MU,1100049,Cacoal (RO),108.0,59146.0,4015.0,39798.0,32466.0,172295.0,94500,1151999.0,
MU,1100056,Cerejeiras (RO),77.0,7325.0,1854.0,39438.0,32173.0,170740.0,37500,457142.0,
MU,1100064,Colorado do Oeste (RO),77.0,55341.0,3192.0,13028.0,10628.0,56400.0,32100,391314.0,
MU,1100072,Corumbiara (RO),121.0,13147.0,2128.0,,,,43500,530285.0,
MU,1100080,Costa Marques (RO),7.0,28421.0,8427.0,14398.0,11746.0,62334.0,14029,171020.0,
MU,1100098,Espigão D'Oeste (RO),51.0,31790.0,1662.0,43494.0,35482.0,188300.0,39960,487131.0,
MU,1100106,Guajará-Mirim (RO),31.0,2142.0,881.0,10425.0,8505.0,45134.0,24600,299885.0,
MU,1100114,Jaru (RO),169.0,30651.0,3289.0,37746.0,30792.0,163412.0,70207,855856.0,
MU,1100122,Ji-Paraná (RO),179.0,44235.0,5477.0,51493.0,42008.0,222930.0,169006,2060262.0,
MU,1100130,Machadinho D'Oeste (RO),18.0,12431.0,365.0,,,,45370,553081.0,
MU,1100148,Nova Brasilândia D'Oeste (RO),19.0,9077.0,1101.0,,,,31250,380952.0,
MU,1100155,Ouro Preto do Oeste (RO),145.0,56303.0,4017.0,51831.0,42283.0,224393.0,190145,2317956.0,
MU,1100189,Pimenta Bueno (RO),243.0,50083.0,9536.0,67642.0,55182.0,292843.0,71250,868571.0,
MU,1100205,Porto Velho (RO),40.0,7634.0,3050.0,11413.0,9310.0,49409.0,109490,1334734.0,
MU,1100254,Presidente Médici (RO),70.0,20802.0,2596.0,20110.0,16405.0,87060.0,96551,1177002.0,
MU,1100262,Rio Crespo (RO),12.0,2341.0,912.0,,,,7843,95610.0,
MU,1100288,Rolim de Moura (RO),133.0,31302.0,5674.0,20807.0,16974.0,90080.0,65000,792380.0,
MU,1100296,Santa Luzia D'Oeste (RO),21.0,21100.0,1426.0,14453.0,11790.0,62570.0,29500,359619.0,
