Level,Code.,Municipality,Horse,Pork - total,Sheep_Goat,beef_cattle,milk_cattle,excl_cattle,Layers,Broilers,标记
MU,1100015,Alta Floresta D'Oeste (RO),89.0,25948.0,3128.0,36426.0,23704.0,163082.0,72000,1209897.0,
MU,1100023,Ariquemes (RO),72.0,8314.0,2023.0,,,,34000,571340.0,
MU,1100031,Cabixi (RO),47.0,4753.0,3027.0,17826.0,11600.0,79808.0,15000,252062.0,
MU,1100049,Cacoal (RO),100.0,22747.0,3535.0,53172.0,34601.0,238056.0,108000,1814846.0,
MU,1100056,Cerejeiras (RO),63.0,5422.0,1285.0,36071.0,23472.0,161491.0,17000,285670.0,
MU,1100064,Colorado do Oeste (RO),81.0,8760.0,3873.0,24489.0,15936.0,109638.0,24000,403299.0,
MU,1100072,Corumbiara (RO),64.0,10628.0,954.0,,,,26000,436907.0,
MU,1100080,Costa Marques (RO),10.0,4582.0,1079.0,6314.0,4109.0,28269.0,11000,184845.0,
MU,1100098,Espigão D'Oeste (RO),64.0,13247.0,1538.0,31951.0,20792.0,143048.0,33000,554536.0,
MU,1100106,Guajará-Mirim (RO),13.0,2124.0,2626.0,8147.0,5302.0,36476.0,22000,369691.0,
MU,1100114,Jaru (RO),108.0,12950.0,1827.0,,,,42000,705773.0,
MU,1100122,Ji-Paraná (RO),139.0,9754.0,4453.0,45683.0,29728.0,204526.0,33000,554536.0,
MU,1100130,Machadinho D'Oeste (RO),29.0,10636.0,382.0,,,,42000,705773.0,
MU,1100148,Nova Brasilândia D'Oeste (RO),23.0,6924.0,793.0,12954.0,8430.0,57998.0,26000,436907.0,
MU,1100155,Ouro Preto do Oeste (RO),190.0,19924.0,4759.0,70643.0,45970.0,316273.0,75000,1260310.0,
MU,1100189,Pimenta Bueno (RO),116.0,14980.0,4492.0,60503.0,39372.0,270879.0,56000,941031.0,
MU,1100205,Porto Velho (RO),45.0,6907.0,7430.0,23097.0,15030.0,103406.0,32000,537732.0,
MU,1100254,Presidente Médici (RO),104.0,10295.0,2632.0,38907.0,25318.0,174190.0,40000,672165.0,
MU,1100262,Rio Crespo (RO),23.0,2350.0,623.0,13250.0,8622.0,59321.0,11000,184845.0,
MU,1100288,Rolim de Moura (RO),61.0,9182.0,2545.0,25538.0,16619.0,114336.0,42000,705773.0,
MU,1100296,Santa Luzia D'Oeste (RO),41.0,6595.0,1044.0,17714.0,11527.0,79308.0,26000,436907.0,
MU,1100304,Vilhena (RO),39.0,5939.0,2716.0,18336.0,11932.0,82094.0,32000,537732.0,
MU,1100320,São Miguel do Guaporé (RO),35.0,13211.0,1726.0,17201.0,11193.0,77009.0,45000,756186.0,
MU,1100338,Nova Mamoré (RO),22.0,6028.0,1476.0,11226.0,7306.0,50262.0,17000,285670.0,
MU,1100346,Alvorada D'Oeste (RO),65.0,8831.0,2970.0,21117.0,13742.0,94544.0,33000,554536.0,
MU,1100379,Alto Alegre dos Parecis (RO),,,,,,,...,,
MU,1100403,Alto Paraíso (RO),15.0,5106.0,1345.0,,,,25000,420103.0,
MU,1100452,Buritis (RO),,,,,,,...,,
MU,1100502,Novo Horizonte do Oeste (RO),38.0,7609.0,999.0,13646.0,8880.0,61093.0,33000,554536.0,
MU,1100601,Cacaulândia (RO),30.0,4323.0,1084.0,18326.0,11926.0,82049.0,10000,168041.0,
MU,1100700,Campo Novo de Rondônia (RO),15.0,9579.0,387.0,,,,21000,352887.0,
MU,1100809,Candeias do Jamari (RO),19.0,2069.0,1180.0,,,,10000,168041.0,
MU,1100908,Castanheiras (RO),18.0,1946.0,1566.0,11060.0,7197.0,49515.0,10000,168041.0,
MU,1100924,Chupinguaia (RO),,,,,,,...,,
MU,1100940,Cujubim (RO),,,,,,,...,,
MU,1101005,Governador Jorge Teixeira (RO),35.0,8019.0,909.0,,,,21897,367960.0,
MU,1101104,Itapuã do Oeste (RO),5.0,1308.0,132.0,3310.0,2154.0,14819.0,13000,218454.0,
MU,1101203,Ministro Andreazza (RO),29.0,8876.0,517.0,10904.0,7095.0,48817.0,32000,537732.0,
MU,1101302,Mirante da Serra (RO),263.0,6370.0,497.0,,,,25000,420103.0,
MU,1101401,Monte Negro (RO),19.0,4564.0,930.0,,,,14000,235258.0,
MU,1101435,Nova União (RO),,,,,,,...,,
MU,1101450,Parecis (RO),,,,,,,...,,
MU,1101468,Pimenteiras do Oeste (RO),,,,,,,...,,
MU,1101476,Primavera de Rondônia (RO),,,,,,,...,,
MU,1101484,São Felipe D'Oeste (RO),,,,,,,...,,
MU,1101492,São Francisco do Guaporé (RO),,,,,,,...,,
MU,1101500,Seringueiras (RO),17.0,7415.0,663.0,,,,23000,386495.0,
MU,1101559,Teixeirópolis (RO),,,,,,,...,,
MU,1101609,Theobroma (RO),39.0,5359.0,1001.0,16757.0,10904.0,75023.0,16000,268866.0,
MU,1101708,Urupá (RO),46.0,8520.0,557.0,,,,24000,403299.0,
MU,1101757,Vale do Anari (RO),,,,,,,...,,
MU,1101807,Vale do Paraíso (RO),47.0,5127.0,1162.0,14783.0,9620.0,66183.0,19000,319278.0,
MU,1200013,Acrelândia (AC),19.0,2504.0,1173.0,,,,19553,328571.0,
MU,1200054,Assis Brasil (AC),7.0,1050.0,882.0,,,,3613,60713.0,
MU,1200104,Brasiléia (AC),37.0,11312.0,5288.0,,,,27227,457526.0,
MU,1200138,Bujari (AC),20.0,1794.0,1838.0,,,,6142,103211.0,
MU,1200179,Capixaba (AC),14.0,1900.0,1002.0,,,,10312,173284.0,
MU,1200203,Cruzeiro do Sul (AC),3.0,5691.0,1646.0,3354.0,2182.0,15015.0,65250,1096469.0,
MU,1200252,Epitaciolândia (AC),27.0,3780.0,1261.0,10063.0,6548.0,45053.0,11230,188710.0,
MU,1200302,Feijó (AC),7.0,32269.0,4549.0,6612.0,4302.0,29601.0,38000,638557.0,
MU,1200328,Jordão (AC),0.0,3985.0,579.0,376.0,245.0,1684.0,8213,138012.0,
MU,1200336,Mâncio Lima (AC),1.0,2889.0,298.0,1362.0,886.0,6097.0,4750,79820.0,
MU,1200344,Manoel Urbano (AC),2.0,2660.0,528.0,,,,6940,116621.0,
MU,1200351,Marechal Thaumaturgo (AC),0.0,6043.0,1490.0,,,,8000,134433.0,
MU,1200385,Plácido de Castro (AC),25.0,5837.0,2708.0,,,,23944,402358.0,
MU,1200393,Porto Walter (AC),,6321.0,254.0,,,,4500,75619.0,
MU,1200401,Rio Branco (AC),89.0,10390.0,5711.0,35385.0,23026.0,158420.0,127316,2139434.0,
MU,1200427,Rodrigues Alves (AC),3.0,1100.0,396.0,,,,15000,252062.0,
MU,1200435,Santa Rosa do Purus (AC),0.0,496.0,207.0,,,,761,12788.0,
MU,1200450,Senador Guiomard (AC),34.0,2507.0,1357.0,16229.0,10561.0,72659.0,29616,497671.0,
MU,1200500,Sena Madureira (AC),29.0,11166.0,7249.0,,,,27345,459509.0,
MU,1200609,Tarauacá (AC),8.0,9886.0,2104.0,9604.0,6250.0,43000.0,28000,470516.0,
MU,1200708,Xapuri (AC),29.0,7093.0,3071.0,15500.0,10087.0,69396.0,21081,354248.0,
MU,1200807,Porto Acre (AC),44.0,3131.0,2271.0,15447.0,10052.0,69157.0,36534,613922.0,
MU,1300029,Alvarães (AM),,2546.0,127.0,734.0,478.0,3286.0,14497,243609.0,
MU,1300060,Amaturá (AM),,632.0,,,,,2376,39927.0,
MU,1300086,Anamã (AM),,1133.0,,,,,7017,117915.0,
MU,1300102,Anori (AM),,353.0,,,,,2943,49455.0,
MU,1300144,Apuí (AM),6.0,2396.0,315.0,,,,24277,407954.0,
MU,1300201,Atalaia do Norte (AM),,317.0,,,,,2193,36851.0,
