Level,Code.,Municipality,Horse,Pork - total,Sheep_Goat,beef_cattle,milk_cattle,excl_cattle,Layers,Broilers,标记
MU,1100015,Alta Floresta D'Oeste (RO),136.0,13253.0,3712.0,76543.0,41518.0,304742.0,75105,1596535.0,
MU,1100023,Ariquemes (RO),150.0,7064.0,4298.0,105112.0,57014.0,418486.0,74382,1581166.0,
MU,1100031,Cabixi (RO),53.0,3998.0,1451.0,32736.0,17756.0,130332.0,34273,728554.0,
MU,1100049,Cacoal (RO),158.0,16625.0,2619.0,102568.0,55634.0,408359.0,96849,2058756.0,
MU,1100056,Cerejeiras (RO),48.0,3937.0,1913.0,25421.0,13789.0,101209.0,33542,713015.0,
MU,1100064,Colorado do Oeste (RO),105.0,7936.0,2990.0,51543.0,27958.0,205210.0,49199,1045842.0,
MU,1100072,Corumbiara (RO),226.0,2253.0,4638.0,71223.0,38632.0,283563.0,48992,1041441.0,
MU,1100080,Costa Marques (RO),29.0,2837.0,1421.0,15623.0,8474.0,62202.0,16723,355487.0,
MU,1100098,Espigão D'Oeste (RO),104.0,14260.0,2372.0,83848.0,45480.0,333826.0,63000,1339215.0,
MU,1100106,Guajará-Mirim (RO),40.0,1899.0,2879.0,,,,16438,349429.0,
MU,1100114,Jaru (RO),174.0,13114.0,2662.0,105550.0,57252.0,420232.0,96187,2044683.0,
MU,1100122,Ji-Paraná (RO),218.0,10242.0,4024.0,106864.0,57964.0,425463.0,85544,1818441.0,
MU,1100130,Machadinho D'Oeste (RO),74.0,8709.0,1385.0,,,,61165,1300207.0,
MU,1100148,Nova Brasilândia D'Oeste (RO),89.0,6927.0,913.0,37486.0,20333.0,149245.0,53676,1141011.0,
MU,1100155,Ouro Preto do Oeste (RO),164.0,6952.0,2044.0,83701.0,45401.0,333244.0,76324,1622448.0,
MU,1100189,Pimenta Bueno (RO),83.0,4291.0,2878.0,66125.0,35867.0,263265.0,43033,914769.0,
MU,1100205,Porto Velho (RO),119.0,17262.0,7206.0,100612.0,54573.0,400571.0,55492,1179614.0,
MU,1100254,Presidente Médici (RO),131.0,7314.0,1863.0,56998.0,30916.0,226929.0,67343,1431535.0,
MU,1100262,Rio Crespo (RO),34.0,1295.0,1286.0,27602.0,14972.0,109894.0,12201,259361.0,
MU,1100288,Rolim de Moura (RO),90.0,6177.0,1855.0,58369.0,31660.0,232388.0,49111,1043971.0,
MU,1100296,Santa Luzia D'Oeste (RO),61.0,4216.0,1027.0,42347.0,22970.0,168598.0,36777,781782.0,
MU,1100304,Vilhena (RO),48.0,3462.0,2326.0,29299.0,15892.0,116649.0,28318,601966.0,
MU,1100320,São Miguel do Guaporé (RO),67.0,6230.0,1509.0,42713.0,23168.0,170056.0,48371,1028241.0,
MU,1100338,Nova Mamoré (RO),64.0,5556.0,1983.0,42207.0,22893.0,168039.0,40091,852229.0,
MU,1100346,Alvorada D'Oeste (RO),103.0,8014.0,2305.0,55112.0,29893.0,219419.0,61222,1301419.0,
MU,1100379,Alto Alegre dos Parecis (RO),51.0,6677.0,582.0,,,,39028,829633.0,
MU,1100403,Alto Paraíso (RO),44.0,5310.0,1052.0,,,,43486,924398.0,
MU,1100452,Buritis (RO),58.0,7772.0,922.0,52587.0,28524.0,209368.0,67231,1429155.0,
MU,1100502,Novo Horizonte do Oeste (RO),97.0,6366.0,933.0,25690.0,13934.0,102279.0,43701,928969.0,
MU,1100601,Cacaulândia (RO),55.0,2230.0,1134.0,52936.0,28713.0,210758.0,29140,619440.0,
MU,1100700,Campo Novo de Rondônia (RO),51.0,6731.0,876.0,31332.0,16995.0,124744.0,30953,657980.0,
MU,1100809,Candeias do Jamari (RO),31.0,1243.0,1386.0,,,,17465,371260.0,
MU,1100908,Castanheiras (RO),39.0,1864.0,595.0,29724.0,16122.0,118340.0,23599,501653.0,
MU,1100924,Chupinguaia (RO),61.0,2197.0,1188.0,79224.0,42972.0,315416.0,17802,378424.0,
MU,1100940,Cujubim (RO),27.0,2422.0,601.0,,,,21196,450571.0,
MU,1101005,Governador Jorge Teixeira (RO),97.0,4568.0,782.0,,,,43661,928118.0,
MU,1101104,Itapuã do Oeste (RO),26.0,1674.0,903.0,15181.0,8234.0,60441.0,19875,422490.0,
MU,1101203,Ministro Andreazza (RO),43.0,5580.0,332.0,23303.0,12640.0,92777.0,28638,608769.0,
MU,1101302,Mirante da Serra (RO),55.0,5670.0,617.0,22452.0,12179.0,89391.0,43391,922379.0,
MU,1101401,Monte Negro (RO),73.0,7261.0,2572.0,43209.0,23437.0,172028.0,29875,635064.0,
MU,1101435,Nova União (RO),62.0,4529.0,503.0,27113.0,14707.0,107947.0,38044,808716.0,
MU,1101450,Parecis (RO),51.0,3037.0,1150.0,29425.0,15960.0,117150.0,19135,406760.0,
MU,1101468,Pimenteiras do Oeste (RO),19.0,606.0,920.0,,,,8942,190083.0,
MU,1101476,Primavera de Rondônia (RO),26.0,1660.0,319.0,,,,15703,333805.0,
MU,1101484,São Felipe D'Oeste (RO),30.0,3247.0,135.0,13898.0,7539.0,55334.0,33058,702726.0,
