Level,Code.,Municipality,Horse,Pork - total,Sheep_Goat,beef_cattle,milk_cattle,excl_cattle,Layers,Broilers,标记
MU,1100015,Alta Floresta D'Oeste (RO),158.0,6319.0,5350.0,95543.0,52733.0,386593.0,34822,854970.0,
MU,1100023,Ariquemes (RO),203.0,5039.0,6268.0,105734.0,58357.0,427827.0,35288,866411.0,
MU,1100031,Cabixi (RO),59.0,2633.0,3009.0,,,,18000,441946.0,
MU,1100049,Cacoal (RO),186.0,8882.0,4738.0,105741.0,58361.0,427856.0,103229,2534538.0,
MU,1100056,Cerejeiras (RO),41.0,2828.0,2110.0,20857.0,11511.0,84392.0,8500,208697.0,
MU,1100064,Colorado do Oeste (RO),113.0,8089.0,3568.0,62755.0,34636.0,253925.0,30050,737805.0,
MU,1100072,Corumbiara (RO),108.0,5193.0,2260.0,69597.0,38413.0,281610.0,20230,496699.0,
MU,1100080,Costa Marques (RO),66.0,1779.0,3218.0,52815.0,29150.0,213704.0,13461,330502.0,
MU,1100098,Espigão D'Oeste (RO),151.0,7366.0,4111.0,91654.0,50586.0,370856.0,35683,876110.0,
MU,1100106,Guajará-Mirim (RO),78.0,2017.0,3265.0,29026.0,16020.0,117446.0,7970,195684.0,
MU,1100114,Jaru (RO),290.0,6572.0,4177.0,126141.0,69620.0,510401.0,43904,1077956.0,
MU,1100122,Ji-Paraná (RO),231.0,4887.0,5886.0,105945.0,58474.0,428683.0,42384,1040637.0,
MU,1100130,Machadinho D'Oeste (RO),127.0,4741.0,4079.0,58646.0,32368.0,237296.0,34248,840877.0,
MU,1100148,Nova Brasilândia D'Oeste (RO),79.0,3039.0,3020.0,38141.0,21051.0,154327.0,20504,503426.0,
MU,1100155,Ouro Preto do Oeste (RO),201.0,4200.0,2517.0,85408.0,47139.0,345582.0,21686,532447.0,
MU,1100189,Pimenta Bueno (RO),114.0,3741.0,5578.0,61473.0,33928.0,248736.0,48659,1194704.0,
MU,1100205,Porto Velho (RO),328.0,9623.0,10607.0,176117.0,97203.0,712617.0,51608,1267110.0,
MU,1100254,Presidente Médici (RO),157.0,4561.0,3314.0,72426.0,39973.0,293053.0,29384,721453.0,
MU,1100262,Rio Crespo (RO),43.0,770.0,1773.0,29259.0,16149.0,118388.0,5714,140293.0,
MU,1100288,Rolim de Moura (RO),112.0,4316.0,4407.0,55892.0,30848.0,226156.0,46890,1151270.0,
