Level,Code.,Municipality,Horse,Pork - total,Sheep_Goat,beef_cattle,milk_cattle,excl_cattle,Layers,Broilers,标记
MU,1100015,Alta Floresta D'Oeste (RO),134.0,6078.0,5279.0,96148.0,51322.0,356384.0,33336,877213.0,
MU,1100023,Ariquemes (RO),164.0,4353.0,6611.0,114392.0,61061.0,424010.0,44095,1160328.0,
MU,1100031,Cabixi (RO),63.0,3434.0,2876.0,31272.0,16693.0,115915.0,17181,452106.0,
MU,1100049,Cacoal (RO),159.0,7854.0,4773.0,107498.0,57381.0,398457.0,114340,3008776.0,
MU,1100056,Cerejeiras (RO),44.0,4205.0,2727.0,23624.0,12610.0,87566.0,13233,348217.0,
MU,1100064,Colorado do Oeste (RO),95.0,4988.0,3113.0,56358.0,30083.0,208898.0,25658,675172.0,
MU,1100072,Corumbiara (RO),94.0,3693.0,1375.0,62904.0,33577.0,233162.0,20635,542995.0,
MU,1100080,Costa Marques (RO),44.0,2910.0,2218.0,37322.0,19922.0,138339.0,14960,393662.0,
MU,1100098,Espigão D'Oeste (RO),118.0,6356.0,3211.0,92932.0,49606.0,344466.0,65392,1720744.0,
MU,1100106,Guajará-Mirim (RO),56.0,1497.0,3750.0,32306.0,17244.0,119746.0,7135,187752.0,
MU,1100114,Jaru (RO),254.0,6958.0,4341.0,132795.0,70884.0,492221.0,49739,1308846.0,
MU,1100122,Ji-Paraná (RO),203.0,5311.0,7207.0,114636.0,61191.0,424914.0,47922,1261033.0,
MU,1100130,Machadinho D'Oeste (RO),142.0,6411.0,3683.0,62427.0,33323.0,231393.0,43701,1149961.0,
MU,1100148,Nova Brasilândia D'Oeste (RO),48.0,2389.0,1495.0,32795.0,17506.0,121559.0,15981,420529.0,
MU,1100155,Ouro Preto do Oeste (RO),181.0,5637.0,2340.0,89743.0,47904.0,332645.0,34650,911790.0,
MU,1100189,Pimenta Bueno (RO),105.0,3212.0,5490.0,62504.0,33364.0,231678.0,61443,1616829.0,
MU,1100205,Porto Velho (RO),231.0,6927.0,11682.0,164418.0,87764.0,609438.0,105994,2789156.0,
MU,1100254,Presidente Médici (RO),119.0,3675.0,2600.0,72807.0,38864.0,269870.0,28765,756930.0,
MU,1100262,Rio Crespo (RO),42.0,1208.0,2217.0,37274.0,19897.0,138162.0,7097,186752.0,
MU,1100288,Rolim de Moura (RO),95.0,4280.0,4324.0,58728.0,31348.0,217682.0,79637,2095591.0,
MU,1100296,Santa Luzia D'Oeste (RO),57.0,2243.0,1320.0,,,,17038,448343.0,
