code,county,Wheat,Oats,Barley,Sorghum,Rice,Maize (corn),Cereal crops - All other cereals for grain or seed - Production (t),Other crops - Cotton (irrigated and non-irrigated) - Lint production (kg)（数据已改成吨）,Rape or colza seed,"Chick peas, dry","Lentils, dry",Lupins,Other crops - Pulses and legumes - Other pulses - Production (t),Sugar cane,"Hay and silage - Total pasture, cereal and other crops cut for hay and silage - Production(t)","Tangerines, mandarins, clementines",Oranges,Cherries,Fruit and nuts - Stone fruit - Nectarines - Production (t),Fruit and nuts - Stone fruit - Peaches - Production (t),Apples,Avocados,"Mangoes, guavas and mangosteens",Olives,Pears,"Almonds, in shell","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",Strawberries,Bananas,Pineapples,Grapes,Vegetables - Beans (including french and runner) - Production (kg)（单位已改成吨）,Vegetables - Broccoli - Production (kg)（单位已改成吨）,Cabbages,Vegetables - Capsicums (excluding chillies) - Production (kg)（单位已改成吨）,Carrots and turnips,Vegetables - Cauliflowers - Production (t),Cucumbers and gherkins,Vegetables - Herbs - Production (kg)（单位已改成吨）,Vegetables - Lettuces - Production (kg)（单位已改为吨）,Cantaloupes and other melons,Vegetables - Mushrooms - Production (kg)（单位已改为吨）,"Onions and shallots, dry (excluding dehydrated)",Potatoes,"Pumpkins, squash and gourds",Green corn (maize),Tomatoes,标记
101041021,Broulee - Tomakin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101041022,Deua - Wadbilliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101041023,Eden,774.8099794419944,49.34999063957124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101041024,Eurobodalla Hinterland,0.0,0.0,0.0,0.0,0.0,274.3799910232383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2310.07,1.3101700843856194,12.889998815826369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6199994300119802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11591,0.0,3.590000000070618,0.0,0.0,0.0,0.0,0.0,30.139995526710138,
101041025,Merimbula - Tura Beach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.03425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101041026,Moruya - Tuross Head,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,1.200000282466958,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,24.039999620712106,48.08,3.609998112973309,0.0,
101041027,Narooma - Bermagui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101051539,Goulburn,94.7899974849404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101051540,Goulburn Surrounds,5664.209849711721,1912.6596372174736,914.1000193444492,70.35999270196788,0.0,0.0,259.09,0.0,5655.159881103906,0.0,0.0,0.0,0.0,0.0,43193.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.770075787928,0.0,0.0,0.0,0.0,0.0,0.0,20.849998783635403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2046.7399677078324,0.0,0.0,0.0,
101061541,Yass,0.0,49.91999053145687,151.74000321116588,0.0,0.0,0.0,0.0,0.0,323.2699932034566,0.0,0.0,0.0,0.0,0.0,788.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101061542,Yass Surrounds,13488.469642110917,2385.159547596347,2535.200053650637,0.0,0.0,0.0,727.1,0.0,6247.699868646134,0.0,0.0,151.06000593861043,0.0,0.0,20341.26,0.0,0.0,0.1199999999999999,0.0,0.0,12.709998661619409,0.0,0.0,42.21001819996837,1.4307818069767584,0.0,0.0,1.3199995355653171,0.0,0.0,776.5899546946482,0.0,0.30048,0.0,0.0,0.0,0.0,0.0,0.07211,0.36057,0.0,624.0,0.0,4.759999924899734,0.0,0.0,1.2899998085420066,
101061543,Young,36192.659039701466,1496.8697160821682,1348.770028543062,0.0,0.0,0.0,187.0,0.0,15691.049670105784,0.0,0.0,0.0,0.0,0.0,4119.73,0.0,0.0,585.5099999999999,2.8,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3689.369784766472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101061544,Young Surrounds,265614.2929524654,17473.256685770913,28919.2906119984,0.0,0.0,0.0,9423.46,0.0,90401.86809935894,201.1700045904693,0.0,2191.210086142874,0.0,0.0,68082.82,0.0,0.0,1154.5199999999998,98.7,181.01,1.399999852578062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.4399752386671,0.0,12.49166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102011029,Box Head - MacMasters Beach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102011030,Calga - Kulnura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3708270515545005,1026.309905715342,0.0,27.12,7.03,0.0,221.0900257122595,0.0,0.0,0.0,0.0,0.0,6.10999785023037,0.0,0.0,0.0,1.39655,46.22713,589.7601388230944,48.10401,1221.240156981766,532.9,4644.2,19.68144,97.66693,13.460000000264769,0.0,799.9999729136144,347.6399945151562,30.61,106.84994414714626,403.709940082553,
102011031,Erina - Green Point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.499999402860464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102011034,Kincumber - Picketts Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102011036,Niagara Park - Lisarow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102011041,Wamberal - Forresters Beach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102021045,Blue Haven - San Remo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102021048,Gorokan - Kanwal - Charmhaven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102021049,Jilliby - Yarramalong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.66,0.0,1.1199998971082643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102021050,Lake Munmorah - Mannering Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253.029814028985,
102021051,Ourimbah - Fountaindale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.589982964487575,0.0,
102021055,Tuggerah - Kangy Angy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102021056,Warnervale - Wadalba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103011059,Bathurst - East,2008.489946708808,118.14997758997654,0.0,0.0,0.0,0.0,0.0,0.0,651.9799862925407,0.0,0.0,0.0,0.0,0.0,1434.12,0.0,0.0,2.18,77.0,141.57,0.6399999326071141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.5402173912788,0.0,0.0,904.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.01,1066.3294426057696,0.0,
103011060,Bathurst Surrounds,3922.219895931879,1468.8797213911532,458.3300096993124,29.01999698992479,0.0,0.0,0.0,0.0,145.58999693906406,0.0,0.0,0.0,0.0,25.959999991661714,23858.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.72003351105288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,238.06005603673677,0.0,0.0,134.03,0.0,0.0,0.0,0.0,0.0,0.0,17.399999725473815,0.0,2141.058880820674,0.0,
103011061,Oberon,169.9299954912535,421.7099200124334,684.8300144925711,0.0,0.0,0.0,0.0,0.0,827.369982605079,0.0,0.0,0.0,0.0,0.0,6736.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3600010175770043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.399999835915386,0.0,0.0,0.0,
103011612,Bathurst - South,0.0,62.05998822881036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1214.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.000470778264,0.0,0.0,1062.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103011613,Bathurst - West,0.0,54.819989602052594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3499.998170472737,0.0,
103021062,Condobolin,679140.9819803765,87448.48341326334,224889.6647591802,318.8199669306623,1564.0898890657486,0.0,407.46,14408.92527,31361.099340653083,1901.0200433791024,0.0,6375.380250634836,1524.2,0.0,75530.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.35,0.0,0.2399999643799082,
103021063,Cowra,13400.169644453776,1853.559648427227,2723.480057635073,0.0,0.0,0.0,124.12,0.0,2298.539951674678,0.0,0.0,339.1700133337648,0.0,0.0,20143.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.6899579557889,0.0,9.443,58.49001376791033,2.59683,27.430003525932527,35.55,0.0,0.0,2.97478,61.05000000120089,0.0,0.0,0.0,0.0,0.0,0.0,
103021064,Cowra Surrounds,131710.29650533537,10935.427925829516,26800.8005671663,7.4499992272549855,0.0,0.0,2669.46,608.22206,33428.99929717682,2504.9000571589536,0.0,964.4400379149572,240.0,0.0,90096.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.66001321987752,0.0,0.0,0.0,0.0,0.0,0.0,3482.879796812857,0.0,60.0,600.0001412334791,0.0,0.0,2055.59,0.0,0.0,250.0,5815.320000114391,0.0,0.0,11529.759818090748,2690.76,0.0,0.0,
103021065,Forbes,303686.3919422998,20513.05610919885,116479.32246496914,523.7899456703205,0.0,0.0,587.25,0.0,56456.27881304309,6071.1401385364725,0.0,1103.8900433971446,2244.93,0.0,128855.4,0.0,0.0,0.0,0.0,4.95,0.0,0.0,0.0,14.84000639866218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.62857,1975.9804651242168,0.0,0.0,259.05,0.0,0.0,0.0,2266.930000044592,0.0,0.0,12509.739802629245,1197.56,0.0,0.0,
103021066,Grenfell,269779.69284194504,13472.997444517594,63138.84133616243,0.0,0.0,0.0,3874.56,0.0,54361.50885708429,199.14000454414705,0.0,2641.590103848629,780.82,0.0,27874.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.380007925027684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103021067,Parkes (NSW),29619.199214114844,574.899890956221,19507.54041282422,0.0,0.0,0.0,107.72,0.0,9699.109796082465,0.0,0.0,34.58000135944094,34.92,0.0,2086.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.9000180663036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103021068,Parkes Surrounds,265570.892953617,14872.737179022832,92873.80196542227,2642.989725858074,0.0,0.0,1807.31,0.0,36813.53922601905,1908.8700435582305,0.0,4870.990191492864,1396.12,0.0,34173.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103021069,West Wyalong,739844.4803697328,47864.22092138369,333497.3170575668,56.16999417381376,0.0,0.0,0.0,402.75,84631.938220668,9178.770209449034,0.0,8249.070324295068,6437.5,0.0,36160.89,0.0,0.0,0.0699999999999999,0.23,0.0,0.0,0.0,0.0,32.62001406498384,0.0,0.2213507894588975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103031070,Lithgow,852.8399773716272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103031071,Lithgow Surrounds,47.25999874605213,0.0,22.21000047001446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4354.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103031072,Mudgee,422.1399887993747,825.8698433536515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3712.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0500004527355316,0.0,0.0,0.0,0.0,0.0,0.0,247.76998554538815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103031073,Mudgee Surrounds - East,939.2899750778524,199.21996221307765,1082.1500229007722,0.0,0.0,0.0,100.33,0.0,249.99999474391112,0.0,0.0,0.0,0.0,0.0,6108.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.620140399756,0.0,0.0,0.0,0.0,0.0,0.0,239.46998602960045,0.00744,0.0,0.0,0.0,0.0,7.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103031074,Mudgee Surrounds - West,19522.27948201605,16390.4868911446,13210.220279558504,1399.109854878486,0.0,0.0,46.73,0.0,4145.729912838698,0.0,0.0,340.7900133974517,0.0,0.0,26420.17,0.0,0.0,38.71999999999999,0.0,0.0,0.0,0.0,0.0,275.44011876330933,0.0,0.0,0.0,0.0,0.0,0.0,444.4499740713071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103041076,Blayney,11898.679684292756,2944.169441566494,2330.550049319775,0.0,0.0,0.0,500.56,0.0,3215.2299324018613,25.300000577317064,0.0,0.0,74.72,0.0,23012.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.40992028524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103041077,Orange,196.26999479237523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3820.57,41.005323251763656,0.0,70.44999999999999,0.0,0.0,8.999999052287542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.089999528038868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103041078,Orange - North,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.75,0.0,0.0,21.91,0.0,0.0,737.9499222928434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.25999805965053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
